Milliseconds,X,Y,Z,ground truth
11361,1.5243912,0.41762963,2.147428,no
11380,0.71511996,0.7310802,0.48458797,no
11400,-0.635357,1.1148645,0.34355706,no
11420,9.92E-04,-0.08909258,0.041401256,no
11441,0.014370846,-0.63094807,-1.0942658,no
11460,0.5178598,0.11477121,-0.4376579,no
11480,-0.1342946,-0.11579648,0.9646171,no
11501,0.53790057,-0.47215518,-0.4843381,no
11520,0.42937815,-0.29100978,-1.4110947,no
11541,0.159528,-0.5832097,-1.7024732,no
11560,0.024438493,-0.2651082,-0.75021785,no
11581,1.5127358,-1.1447209,-1.8274218,no
11600,0.090916544,-0.33065626,-2.2288804,no
11620,0.5273395,-0.022062665,-0.50459516,no
11641,0.6290456,-0.69762,0.41831297,no
11660,-0.39100504,-0.33551687,-0.26654693,no
11680,-0.20477791,-0.5323327,-0.098796,no
11701,0.14543132,-0.19777106,-1.1268907,no
11720,0.502045,-0.33892623,-0.5173005,no
11741,-0.045065522,-0.40728778,-0.5965113,no
11760,1.0403448,-0.75933385,-1.3823079,no
11780,0.96529025,-0.3193604,0.49515578,no
11801,-0.08247032,-0.27080098,0.395947,no
11820,-0.12800302,-0.24270205,0.40309685,no
11840,-0.84917307,-0.4893811,0.5373746,no
11860,0.01639969,-0.14944921,0.5127117,no
11881,-0.29980394,-0.45874578,0.77895814,no
11900,0.10727212,0.03886499,0.858974,no
11921,0.39520365,0.14585577,0.8455173,no
11940,1.123264,-0.14700566,-0.39593998,no
11960,-0.40860724,0.7721387,-1.4703338,no
11981,0.50642085,-0.80549425,-1.8743087,no
12000,1.1222036,-0.6220005,0.2660224,no
12020,-0.9112338,0.8191164,3.2963688,no
12041,-0.26461577,0.2623927,1.6517185,no
12060,0.012633463,0.033774935,-0.16109705,no
12081,-1.3080329,0.49097988,-0.14077419,no
12100,0.6814407,-1.1951745,-1.6083821,no
12121,0.3046584,-0.89520586,-1.243797,no
12140,0.48143557,0.19644839,-0.32187563,no
12161,1.2916605,-0.277209,-1.5489771,no
12180,0.93418276,0.09434448,0.79220885,no
12200,0.8216628,0.2743487,1.2212223,no
12221,0.45577997,0.2147798,-0.8619225,no
12240,0.6555254,0.32303658,-0.7071923,no
12260,-0.52948457,0.24655221,-0.07086641,no
12281,0.16120298,-0.68431276,-0.38874003,no
12300,0.27513766,-0.64827245,-0.5498328,no
12321,-1.3122222,0.1714138,0.8525467,no
12340,0.7904923,-1.514117,-0.42746407,no
12360,1.1920745,-0.73185354,-1.4056393,no
12380,-0.59686613,-0.72737765,-1.0301433,no
12401,-0.089164525,-1.1407114,-1.4353784,no
12420,0.4236388,-0.7910525,-1.9636732,no
12441,0.30235252,-0.09195069,1.0604427,no
12460,1.7380774,-0.223123,1.4990342,no
12480,1.3873706,1.0846002,2.098861,no
12500,-0.7000477,1.2966087,0.26630375,no
12521,0.82663876,-0.11837369,-3.378713,no
12540,-1.3635765,0.044542756,-2.6599867,no
12561,-0.6451981,0.5570814,1.3911018,no
12580,0.18646401,0.49219626,1.6719563,no
12600,-0.31624243,0.64669603,2.368461,no
12621,0.57421005,0.15013269,-1.6793746,no
12640,-0.9728616,-0.0744356,-0.1771927,no
12661,-0.48341978,-0.66531867,0.5230877,no
12680,-0.33903977,-0.40625414,0.34470874,no
12701,0.5781059,-0.5804592,-0.50364614,no
12720,0.7364288,-0.4538986,-0.54475325,no
12740,0.7936748,-1.119044,-0.48729888,no
12761,0.7259919,-0.84527296,-1.344643,no
12780,0.62887096,-0.27166772,-0.1952952,no
12800,0.6541455,-0.53361946,-0.5978908,no
12821,0.6805216,-0.25141758,-0.89027005,no
12840,-0.4641437,0.087548666,-0.021657057,no
12861,0.13824382,0.049459312,0.97989935,no
12880,1.3598789,0.4551938,0.68972856,no
12901,0.89007497,0.8285184,0.71274835,no
12920,-0.69746965,1.1568314,-0.22924958,no
12940,0.5172937,-0.32132107,-1.5074732,no
12961,0.107531,-0.45496354,-1.4325516,no
12980,-0.39029282,-0.24207345,0.20037207,no
13001,0.9292494,-0.26323903,0.28940627,no
13020,0.39621115,0.13674387,1.3187788,no
13040,-0.68745846,0.23613209,1.0462729,no
13061,-0.16923577,-1.0273339,-2.91585,no
13080,-0.612644,-0.6633478,-3.1010852,no
13100,0.2739941,-0.4766753,0.7436075,no
13121,1.3279345,-0.861558,0.34738433,no
13140,1.7150549,0.115327545,-0.52407426,no
13161,-0.34460187,1.1768197,-0.49861345,no
13180,-0.2973873,-0.35920393,-2.5940716,no
13201,-0.2274078,-0.46240646,-1.2261249,no
13220,-0.8079913,-0.45647317,0.2800239,no
13240,-0.6797518,0.6086304,1.5588887,no
13261,1.3520995,-0.22250505,2.0855408,no
13280,0.18054011,0.22726648,-0.360196,no
13300,-0.87721133,0.46054956,-2.4127185,no
13321,-0.40196812,0.06670191,-0.6635589,no
13340,0.30082542,-0.43546388,0.025723735,no
13360,1.2359248,0.040330082,-0.8289714,no
13381,0.21235754,0.48131943,1.4335234,no
13400,-0.5844942,0.9867768,1.7224759,no
13420,-0.066188306,-0.6403595,-0.93116987,no
13441,-0.85151446,-0.49787226,-0.91969615,no
13460,-0.23684336,-0.2591348,1.1356324,no
13481,0.8923381,-0.08858585,0.2557965,no
13500,0.17158554,0.74593407,-0.11271687,no
13520,0.38086575,0.6388774,-1.5464689,no
13540,0.7120649,0.13559067,-2.1896794,no
13561,0.34789276,0.4702295,-0.5192939,no
13580,-0.353547,0.64117485,0.76909,no
13601,-0.09400452,0.118860684,0.98957545,no
13620,-1.1610183,1.2654938,0.32741684,no
13640,-0.7834915,0.22949532,-0.39874363,no
13661,-0.69924814,-0.27326667,-1.0891584,no
13681,-0.6426373,-0.53940016,-1.2607754,no
13700,-0.32075992,-0.77261174,-2.001774,no
13720,-0.2756579,-0.24068195,-0.5681174,no
13741,0.42599887,-0.42654142,0.5614534,no
13760,1.2505784,-0.88469845,-0.8393365,no
13781,-0.44197112,0.5294938,-0.20612766,no
13800,-0.5935554,-0.19049087,-1.5576346,no
13821,-0.73395765,-0.33847165,-0.4227016,no
13841,0.4794488,-0.100665964,0.41465044,no
13860,0.70674425,-0.21512954,1.2530137,no
13881,-0.09223284,1.4875804,2.0020661,no
13900,-1.1068469,1.4530953,0.51497483,no
13920,-1.0684333,0.15733589,-1.7668409,no
13941,-0.06565833,-0.36968654,-2.5966616,no
13960,-0.55442166,-0.65144837,-0.9896802,no
13980,-0.7393961,-0.57390976,1.2938633,no
14001,-0.88237107,0.69181514,1.905843,no
14020,-0.5403026,-0.24018548,-0.2256184,no
14040,-1.1894952,0.49142173,-0.95834875,no
14061,0.1542435,-1.59038,-0.77327085,no
14080,-0.2983559,-1.7107598,-0.8584762,no
14100,0.07227989,-0.09054988,1.2682474,no
14121,0.6660281,0.83726,1.2594866,no
14140,0.6518308,1.6854736,0.46066394,no
14161,0.949781,0.7630606,-1.4610288,no
14181,-0.6206159,0.25841662,-3.126417,no
14200,-1.7973838,0.38833326,1.4870523,no
14220,-1.1118172,0.18382712,3.3201063,no
14241,-0.36437693,0.377382,2.715481,no
14260,0.4688709,0.95690143,1.5018014,no
14281,-0.7481217,0.90531117,0.8636527,no
14300,-2.7470567,0.7645512,-0.39695656,no
14320,0.75866944,-1.856533,-4.2373075,no
14341,-1.1956193,-0.09651547,-1.1194389,no
14360,-0.30201417,-0.4411831,1.3803269,no
14380,2.360145,-1.4018396,0.28381795,no
14401,-0.07873485,0.25331694,2.365106,no
14420,-0.22177964,0.47485563,0.10285697,no
14440,-0.36365643,-0.38246593,-2.5929394,no
14461,-0.34545746,-0.69855064,-2.00371,no
14480,0.85249907,-0.75217235,-1.4507598,no
14501,0.22416766,0.66375136,-0.36203134,no
14520,0.63363713,0.6131321,0.22945854,no
14540,1.4948722,0.24626689,-0.44445038,no
14561,-0.7531026,0.31926128,-0.74174434,no
14581,-0.71464705,-0.15966646,-0.08722857,no
14600,-1.1449085,0.40627387,1.1983799,no
14621,-0.58941436,-0.45496404,0.6207585,no
14640,0.41047186,-0.19513184,-1.2220204,no
14661,-0.94394094,0.27669287,-1.259642,no
14680,-0.311177,0.07772116,-1.0739548,no
14701,0.84727466,-0.5756969,-0.23106425,no
14720,0.12075239,-0.5445561,0.44043648,no
14741,-0.52051574,-0.5804574,0.13764834,no
14760,-0.61419404,-0.27474183,0.6629061,no
14781,-0.101115845,-1.0466555,-1.5775012,no
14800,1.135722,-1.0585804,-1.674665,no
14820,0.46466875,-0.70759195,0.59476084,no
14841,0.5029512,-0.102886684,0.6627036,no
14860,1.3580992,-0.24908748,-1.3232445,no
14880,-0.86233795,1.311926,0.33313346,no
14901,0.6427196,0.07044048,-0.118771516,no
14921,1.6940595,-0.14777121,-0.3076807,no
14940,-0.41621658,0.4406049,0.20532623,no
14961,-1.0183934,0.8375607,0.6473513,no
14980,-0.13279486,0.2729155,-0.4460523,no
15000,-0.99968934,0.4900735,0.303768,no
15021,0.0985525,0.14068995,0.31029668,no
15040,-1.0127125,0.25426373,-0.35325122,no
15060,0.32717752,-0.933018,-2.2451627,no
15081,-0.06351722,-0.48556167,-2.2541106,no
15100,-0.1906799,0.01262716,0.7851037,no
15121,0.23189162,0.4838381,-0.59326404,no
15140,0.7901089,-0.29670253,-1.6417453,no
15161,-1.3285192,-0.080299035,-0.80055046,no
15180,0.098716475,-0.79403347,-0.7578803,no
15200,0.10078605,-1.2796525,-0.82006884,no
15221,-0.7335826,-0.21253891,-0.7530564,no
15240,-0.49644142,0.0137769515,-0.6574123,no
15260,0.08573043,-0.34537348,-0.94969517,no
15281,-1.1458977,0.74171025,-0.33558014,no
15300,-0.19357069,-0.21412966,-1.5597172,no
15321,-0.2666138,-0.45501283,-1.704372,no
15340,0.65161234,0.25961137,1.6625217,no
15361,-0.85413545,0.4359348,1.4833021,no
15380,-1.5966871,0.58573675,0.89482343,no
15401,0.35660088,0.056591026,0.9950127,no
15421,-1.1028371,0.55696833,1.3109568,no
15440,-0.07954139,-0.08472398,-0.7492362,no
15461,-0.22442122,0.49229085,-1.168768,no
15480,0.5202857,-0.12774064,0.31466913,no
15500,-1.2614207,0.4457139,-0.15931961,no
15521,0.5622183,-0.7033133,0.056647416,no
15540,0.22128205,0.073778056,0.9430505,no
15560,0.5632145,0.27100134,1.3128271,no
15581,-0.2659959,0.7207655,-1.0315655,no
15600,-1.745757,0.5703885,-1.0423175,no
15621,0.9526796,-0.8822715,-1.5558645,no
15641,0.5872948,-0.24256825,-0.69835615,no
15660,0.089511804,1.087791,1.4516083,no
15680,0.20604798,0.55060804,-0.023143018,no
15701,-0.9835352,0.44348225,-0.91848904,no
15720,0.2841243,-0.85520977,-1.4549053,no
15741,-0.5216853,-0.60960156,-0.4128997,no
15760,0.84685045,-0.55562764,0.23953858,no
15781,0.4447994,0.8094133,0.07983394,no
15800,0.3252407,0.25414392,-0.87226284,no
15820,0.32140628,-0.94657964,-1.2290196,no
15841,0.17969465,-0.34041432,-0.31037048,no
15860,0.21497093,-0.81844217,0.15091665,no
15881,-1.1424005,0.5229346,0.38020062,no
15901,0.15806875,-0.80861807,-0.14216827,no
15920,-0.63645154,-0.8004246,-0.084220536,no
15940,-1.0036148,0.6283985,0.16997586,no
15961,0.95703375,-0.6938713,-0.21281414,no
15980,-0.7382522,0.6709388,0.22817887,no
16001,1.6029993,-0.2560842,-0.87533474,no
16021,0.037103977,0.83234036,-1.5685266,no
16041,-0.64564335,1.4308076,0.25269517,no
16061,0.27156502,0.45757192,-0.6740712,no
16081,0.1835423,-0.28632984,-0.56231785,no
16100,-1.0301073,0.7135623,1.8296016,no
16121,-1.0061765,-0.6758218,0.10893377,no
16141,-0.5788104,-0.5865406,-0.9264967,no
16161,-0.5378128,0.2780154,1.0090706,no
16180,0.043150242,-0.86126554,-2.7257977,no
16200,-0.44839653,-0.8267626,-3.5574694,no
16221,0.60757744,-1.5107479,-1.2490042,no
16240,0.25836316,-1.4195987,0.16849354,no
16261,0.8662325,0.14198966,2.444233,no
16280,0.16517006,1.2813253,3.3133328,no
16300,0.37709725,0.4238651,0.8179797,no
16320,2.2282734,-2.3607152,-2.4299161,no
16342,-1.5262854,-0.5355799,-2.1121135,no
16360,-0.7245753,-0.46748227,2.071457,no
16381,1.1695372,-0.23953654,1.8539928,no
16400,1.0657127,0.7853519,2.0774086,no
16421,-1.7473261,2.5164573,1.079686,no
16441,0.25289237,-0.6766559,-1.3451821,no
16460,-0.90210634,-1.166467,-0.7694578,no
16481,-0.72560155,-0.0921486,2.6930833,no
16501,0.95043826,0.25835428,2.0693395,no
16520,0.93459517,0.5428685,1.8315827,no
16540,-0.5806978,0.86552125,-1.6575528,no
16561,0.2714833,-0.121469416,-2.2073276,no
16581,-1.2924762,0.42614827,-0.7212058,no
16600,1.3658699,-1.3301375,-1.4920168,no
16621,0.52831125,-0.1553913,-0.08739954,no
16640,-0.8876137,1.2726539,1.982406,no
16661,0.98218584,0.23829663,0.15570915,no
16680,0.20904467,0.12207479,-1.1197895,no
16702,0.47123364,-0.32445067,-1.5305359,no
16721,-0.7583881,0.2467763,-1.6851339,no
16741,0.059658907,-0.20048757,0.80124104,no
16760,1.1654841,0.24469711,-0.41417947,no
16781,0.5229743,0.4614694,-0.82487273,no
16800,-0.4182349,0.0016878777,0.06310039,no
16821,0.2216027,-0.90011466,-0.8664177,no
16841,-0.10512493,-1.214376,-1.010734,no
16861,-0.62387633,-0.17121115,0.59842366,no
16880,0.7847922,-0.21228084,1.5101087,no
16901,0.8388335,0.17167263,-0.88860774,no
16921,1.1858308,-0.28561115,-1.9597211,no
16940,-1.0014411,-0.3078105,-0.21341677,no
16961,0.020315882,-0.8561464,0.36077002,no
16981,0.49674153,-0.28690365,0.49019852,no
17000,0.5458568,-0.10653668,0.20974801,no
17021,-0.086199,-0.34655374,0.20348561,no
17041,1.0019207,-0.4261058,-1.5579005,no
17060,-0.0022156783,-0.6037556,-1.907133,no
17080,0.3389852,0.029327126,-0.33635187,no
17100,-0.13553116,0.5182854,0.16884229,no
17120,0.073750935,1.0411725,1.9117095,no
17141,0.90237594,0.3478711,0.76169854,no
17160,-0.82090384,-0.40104553,-1.743063,no
17180,-0.6783832,-0.8825457,0.3041103,no
17201,0.8413558,-0.61414486,0.91117555,no
17220,0.55520934,-0.33627644,-1.0649332,no
17241,-0.20691498,1.0556389,0.61586857,no
17260,0.71145153,0.621037,-0.42303205,no
17280,1.2795129,-0.30376405,-1.3651365,no
17300,-0.9227505,1.4140285,0.39522094,no
17321,-1.3154687,1.1159086,1.1568862,no
17340,0.818694,-0.55614513,1.4945655,no
17360,1.2587005,0.36624533,-0.23803306,no
17380,0.95901686,2.0563138,-1.0967158,no
17401,1.3076135,1.2344406,-1.2386945,no
17420,1.881652,0.76400435,-2.680355,no
17440,1.3152077,0.6275636,-4.5220222,no
17461,0.25447923,0.108883,-3.7370722,no
17481,-2.017351,1.1986781,0.065526724,no
17500,0.45176452,-0.28888786,0.6049293,no
17521,0.8185169,-0.037681874,0.37479314,no
17540,-2.290675,1.0786164,-0.31503543,no
17560,-1.8098099,-0.9246125,-3.816082,no
17581,3.0037453,-4.51757,-6.526323,no
17600,-1.264796,-4.5534687,-6.442677,no
17621,-3.4114552,-3.4589796,-3.375398,no
17640,2.2866433,-3.2519226,0.29551554,no
17660,3.3693542,-3.4792738,4.292487,no
17681,1.7654108,-2.9886403,-1.969163,no
17700,2.0926294,-3.0058408,0.3617929,no
17720,-1.9612445,0.9812177,7.728475,no
17741,-0.8883429,2.0302873,3.360605,no
17760,0.7099124,3.0436742,4.0834208,no
17781,-0.7559133,4.2679033,1.2389117,no
17801,-1.8869472,2.115139,2.2799945,no
17820,-1.7143418,2.0108497,3.7781906,no
17841,-1.1913515,1.9106542,2.3131058,no
17861,-0.11696123,2.0158846,2.4056199,no
17880,-0.01738289,0.85717887,0.93388516,no
17901,1.0901346,0.054481346,-1.2483125,no
17921,0.12228339,0.24533945,-2.7489777,no
17940,-0.18378142,0.6364905,-1.8735948,no
17961,0.26333922,0.2666528,-3.5909226,no
17980,1.9452469,-0.9581786,-5.065216,no
18001,0.48688194,0.1275284,-1.7718459,no
18020,-0.06539176,-0.23467124,-1.4480933,no
18040,0.40049458,-1.176727,-2.5222354,no
18060,0.29936182,-0.80056065,-1.0547934,no
18080,-0.49946594,-0.6704026,-0.80832577,no
18101,-0.4299531,-0.9571084,-3.7491758,no
18120,0.28746015,-0.96826637,-2.9886742,no
18140,-0.28434053,-0.5685083,-0.21269268,no
18160,1.4392538,-0.67721564,-1.7374933,no
18181,0.6901158,-0.64964944,-0.89063936,no
18200,-0.41612792,-0.18952802,1.617337,no
18220,0.44022566,-0.45164576,2.9776094,no
18241,-0.9767965,-0.36325622,1.8037206,no
18260,-0.49469236,-0.23468077,2.6788235,no
18281,1.226429,-0.13030124,2.0202863,no
18300,0.09451103,0.9355431,1.7378391,no
18320,-0.9353484,1.5124698,1.6535504,no
18341,0.1477754,0.9171396,0.9357902,no
18360,0.30010644,0.34201193,1.0252453,no
18380,0.027129246,0.43632868,-0.08955478,no
18401,-1.111959,0.9029687,0.494498,no
18420,-1.4055885,1.2019923,0.4682143,no
18441,0.2970467,0.8297007,-0.8375229,no
18461,0.7971259,0.46460068,-1.5553352,no
18481,1.232958,0.13296802,-2.2019413,no
18501,-0.47890157,0.6775759,-1.6898236,no
18520,0.18877847,-0.20160717,-1.2314216,no
18541,1.1274527,-0.02662891,-1.3990855,no
18561,0.75528115,0.033512603,-1.1469535,no
18580,0.2767734,-0.43147388,-1.7548743,no
18601,1.4427843,-1.0671527,-2.2639275,no
18620,-0.18474586,-0.6268057,-0.7374225,no
18641,-0.5794911,-0.50850284,-0.069034025,no
18661,1.0749112,-0.621325,0.09474643,no
18681,-0.4271197,0.58030105,1.040843,no
18701,1.6872944,-0.3493044,-1.164839,no
18721,0.87908804,-0.2377977,-1.0838128,no
18740,-1.8157358,0.8310927,-0.2712867,no
18761,-0.39903754,-0.53180003,-0.28391668,no
18781,-0.24826436,0.34386563,0.80855733,no
18801,1.2559847,0.32953346,1.6637917,no
18821,-0.17398322,0.55877936,1.153807,no
18841,-0.9496382,1.072388,1.4701588,no
18861,0.81322676,-0.4278363,-1.4700878,no
18880,0.109789155,-0.76331186,-3.074819,no
18901,-1.0479679,0.54773265,0.30393407,no
18920,0.613541,-0.57165015,0.1317697,no
18941,0.5412474,0.97846097,1.1460313,no
18961,-0.031583954,1.3294762,1.6222664,no
18980,0.78623587,0.7626655,-0.90096,no
19001,-0.5431862,0.37160572,-2.8454888,no
19020,0.06703462,-0.116625614,-2.0277538,no
19040,-0.07033365,-0.2561611,-0.67870075,no
19061,0.93277746,-0.05026577,0.551543,no
19080,1.6154181,0.42336243,0.8864484,no
19101,0.9636506,0.1537727,-0.52659976,no
19120,-0.7640341,0.25354093,-0.80811584,no
19141,-0.4590992,-0.6856097,-2.782944,no
19161,-0.5374305,-0.54619676,-1.346049,no
19180,-0.19557506,0.34834877,1.1885256,no
19201,0.04068371,0.62179035,-0.15328264,no
19220,0.61949205,-0.053257234,1.4256401,no
19240,1.445248,-0.72724885,-0.011047152,no
19261,-0.9598684,-0.7166455,-0.12767264,no
19280,0.13196033,-0.9372935,-0.37748405,no
19301,1.0267177,0.1303274,-0.23840746,no
19320,0.12997694,0.99184215,-0.1753145,no
19341,0.33761242,0.72476536,0.04989475,no
19360,0.50579035,0.0137820365,-0.9468563,no
19380,-1.0327418,0.5224955,0.18350138,no
19401,-1.409646,0.43378633,1.9374754,no
19420,1.0469991,-0.05433336,0.36614618,no
19441,-0.031068943,0.70186514,0.6394706,no
19461,-1.9134893,1.2209183,0.53038543,no
19480,-1.4790094,1.2886004,-1.271005,no
19500,0.9128411,-0.5472705,-1.8914996,no
19521,1.4350158,-0.6722167,-0.80762184,no
19541,-0.5472177,0.8908103,1.3441018,no
19560,-0.39731237,0.8963974,0.34594816,no
19580,0.25870454,0.59730196,0.5631708,no
19601,-1.3326249,0.5815672,-0.7957009,no
19620,-0.09251981,-0.27342796,-2.5726948,no
19641,0.8245752,-0.39036417,1.4815241,no
19660,0.56879133,0.26973146,-0.25084633,no
19681,-0.30786878,1.3393419,-1.4118913,no
19700,0.3498055,0.7146038,-0.547435,no
19720,0.51245,0.15079637,-0.47670805,no
19741,0.55334526,0.4513383,-1.6694419,no
19760,0.06237979,0.85111773,-1.9670955,no
19781,-0.83402646,1.0642258,-0.19729647,no
19800,-0.20298864,0.43355927,0.43524757,no
19821,0.72279865,-0.631106,-0.9574759,no
19840,0.033818454,-0.71751326,-0.017054824,no
19861,-2.042753,-0.35729825,1.0573447,no
19880,-0.13738693,-1.8813488,-2.459019,no
19900,-0.6215069,-0.97761047,-3.1578174,no
19922,0.11752426,-0.49224108,-3.6061895,no
19940,1.3994503,-1.8910633,-4.034655,no
19961,0.77696675,-0.8372486,0.6397412,no
19981,-0.30126745,0.19736874,3.7958987,no
20000,-0.056896035,0.46578598,2.6031058,no
20020,1.3374624,-0.67588645,1.1097804,no
20041,-1.9781789,0.033773046,-0.6259942,no
20060,-1.4599789,0.9168622,0.75532824,no
20081,-0.065315135,1.3329602,0.03703261,no
20100,0.6850609,0.20723575,-1.5915319,no
20120,1.7686669,0.1233396,0.4628,no
20141,0.9705113,1.1277728,3.8270404,no
20160,0.8035547,1.0162318,2.6703024,no
20180,-0.53745306,1.4606061,2.114375,no
20201,-2.0263674,0.43299478,-1.5417051,no
20220,-2.0835643,-0.8889925,-1.7998285,no
20240,0.7098528,-1.066871,0.47064215,no
20261,-0.23522614,0.08672692,0.37556505,no
20280,2.971519,0.76669407,0.70361614,no
20300,0.25637323,1.3805257,0.15939607,no
20320,-1.2972565,-0.25084433,-4.9307685,no
20341,0.20139329,-2.2104774,-4.714912,no
20360,-2.3966804,-0.44171423,0.13492577,no
20380,0.51755357,-1.2597405,1.8238703,no
20401,0.8759339,0.575686,1.1121057,no
20420,0.3619211,0.9020573,0.69938457,no
20441,0.23151383,-0.8115702,-3.7668319,no
20460,0.25453082,-0.651467,-4.10042,no
20480,-1.0243733,-0.507687,-1.0891602,no
20501,-0.92602557,0.06570912,-0.39538273,no
20520,1.5102055,0.006679632,1.3473629,no
20540,1.3031614,-0.23060346,1.2643547,no
20561,0.27947903,0.2930834,0.34070158,no
20580,-1.9489279,0.39811453,1.0053127,no
20600,-0.5249031,-0.76784474,0.10647941,no
20621,1.20666,-0.30027717,-0.16237843,no
20640,-0.6536297,0.3800637,-0.57057804,no
20661,-0.91597426,0.7881729,1.6112688,no
20680,0.67223233,0.056416497,-0.19350103,no
20700,-1.1719939,0.12169882,-1.1291553,no
20721,-0.022470856,-0.8078897,0.06840848,no
20740,0.90368706,-0.9952563,0.5196694,no
20761,-0.42316848,0.024633614,0.07650824,no
20780,-1.7025812,0.58193064,0.42357278,no
20801,1.0341561,-0.63852686,-1.3391283,no
20820,0.28517985,-0.45290393,-1.0710751,no
20840,0.6618513,-0.44639394,-1.7003319,no
20861,0.9609659,-0.83530426,-1.2897332,no
20880,0.41348663,-0.17805882,0.75050545,no
20900,0.8262269,-0.49451345,-1.2047766,no
20921,0.44427776,-0.58910924,-1.4551392,no
20940,-1.9424032,0.59229773,0.25554582,no
20960,0.004648569,-0.18333282,0.68202263,no
20981,1.0128919,-0.6165791,0.45076478,no
21000,0.39972684,0.4185862,1.4424198,no
21020,-0.33980218,0.115501985,-1.566658,no
21041,0.07471454,-0.72932136,-1.387919,no
21060,-0.27267954,-0.38771337,0.09088262,no
21081,-0.21519282,-0.6799036,-0.09254154,no
21100,0.35526538,-0.52545184,0.6545196,no
21120,1.0529369,-0.14364865,0.9774626,no
21141,0.2697065,-0.008008474,-1.0517225,no
21160,-0.1691954,0.10787232,-0.5979031,no
21180,-0.07906954,0.4196288,0.25392094,no
21201,0.9813623,-0.61666805,-0.8382089,no
21220,0.40366063,0.26111716,-0.6527826,no
21240,-1.1778495,0.90556407,0.4048343,no
21260,0.8891176,-0.28155965,-0.8327087,no
21281,-0.9948304,0.02833466,-0.85941255,no
21300,-0.18124625,-0.69852346,-1.0022101,no
21320,-0.21708563,-0.5690217,0.28880528,no
21341,1.3999062,-0.61056244,-0.09487482,no
21361,1.3296009,-0.513577,-1.3128759,no
21380,-1.1459987,1.0060123,0.6330508,no
21401,0.5384256,0.19072112,-0.6539467,no
21420,0.72962403,0.0637734,-1.2951875,no
21440,-1.3829411,0.9761068,0.6521135,no
21460,0.9084648,-0.47923252,-0.8233357,no
21481,0.50790083,-0.80254227,-1.3996608,no
21500,0.9332613,-0.99219334,-0.45697442,no
21521,-0.945563,0.13385752,0.49525002,no
21540,-0.59451485,-0.024924489,0.58564305,no
21561,1.3635995,-0.6658722,-1.2502658,no
21580,0.8375445,-0.40922886,-0.71313864,no
21601,-0.7629855,0.6049029,-0.8474934,no
21620,1.0299133,-0.519048,-2.0590923,no
21640,-0.29568863,0.579717,-0.20073402,no
21661,0.20312122,-0.058076646,-0.78019583,no
21680,-0.28290004,-0.0713178,-1.1567333,no
21700,-0.27486366,-0.6474784,1.2366912,no
21721,0.82054967,-0.5978623,0.4154111,no
21741,-0.10484784,0.0124614285,-0.55104977,no
21760,0.60111487,-0.052002262,-1.0596595,no
21781,0.9166459,-0.4628778,-1.6918916,no
21800,-0.630342,0.13202831,-0.06611661,no
21820,1.0152752,-0.98949134,0.4284159,no
21841,1.3520547,-0.42138797,0.7126151,no
21860,-1.1944299,0.45855108,-0.033242144,no
21881,-0.17075236,-0.7048062,-0.14594638,no
21900,-0.21650255,-0.61446565,-0.02300232,no
21921,0.35072297,-0.5603534,-0.538979,no
21940,-0.5540716,-0.09132192,0.713045,no
21960,-0.36311713,0.15601435,0.14405967,no
21981,1.2456367,-0.37450182,-0.37829736,no
22000,1.6081952,-0.1842679,1.459713,no
22020,-0.69933355,0.8714181,0.57813764,no
22041,0.45408723,-0.009686057,-1.1756662,no
22060,1.7429621,-0.049643133,-0.31694442,no
22081,-0.24725692,0.3211403,0.26403138,no
22100,0.017865323,0.38566485,0.32729146,no
22120,0.2597005,0.035358135,0.59145665,no
22141,-0.5346856,0.3690038,0.37047702,no
22160,0.058999628,-0.15525022,-0.18101056,no
22180,1.2686579,-0.17856811,-0.47424608,no
22200,0.023682596,0.12635244,-1.951492,no
22221,-0.21495692,-0.20754407,-1.4810508,no
22240,1.13355,-0.46439344,-0.45692623,no
22260,1.1950865,-0.66356736,-0.06820968,no
22281,1.6039017,-0.534575,-0.590087,no
22300,-0.91975766,0.2807584,0.8645471,no
22320,-0.7973441,-0.6088456,0.5358372,no
22341,0.5662757,-0.6939998,-1.4839035,no
22360,0.054838415,-0.6807477,-2.1679823,no
22380,-0.42366192,0.17843008,0.038977392,no
22401,1.7721934,-0.6705248,-0.769271,no
22420,1.1944151,-0.4682531,-0.49032977,no
22440,-0.79750115,0.34017253,0.6200418,no
22460,0.63421315,-0.6905588,0.08654172,no
22481,0.50817645,-0.7695591,-0.06298252,no
22503,-0.88319075,0.18382315,1.4370583,no
22522,-0.41189808,0.29775733,1.0386746,no
22540,0.87192225,-0.32403728,-0.57947993,no
22561,-0.60160583,0.45989442,0.0468718,no
22580,-0.46307933,0.3977093,0.007589661,no
22600,1.1069163,-0.40306357,-0.24205221,no
22620,-1.07099,0.6662563,0.44998118,no
22640,0.78088343,-0.46404275,-0.39766866,no
22661,0.59617054,-0.14204836,0.38279787,no
22680,-0.8396665,0.5552558,0.9884834,no
22701,0.95370215,-0.35253635,-0.47659975,no
22720,-0.18308729,-0.15488084,0.44425085,no
22740,1.5889326,-0.12497403,-0.6052118,no
22760,0.29008248,0.5348559,-1.0997089,no
22781,1.067305,-0.13990939,-1.1543174,no
22800,1.4341407,-0.24634148,-1.0024854,no
22820,-0.4136024,0.877948,0.83150196,no
