Milliseconds,X,Y,Z,,ground truth
22961,-0.40738297,-0.4342029,-0.061648607,,
22980,-0.38891506,-0.49364316,-0.19940853,,
23000,-0.906847,-0.28873003,-0.078119755,,
23021,-0.6266308,-0.1271776,-0.07637501,,
23040,0.57639885,0.25722647,0.040164948,,
23060,0.9907656,0.28913987,-0.028113604,,
23081,-0.34740162,0.1942836,-0.06455827,,
23101,0.1416645,-0.074046254,0.12179637,,
23120,0.85280704,0.57466054,0.07565594,,
23141,0.5909195,0.17494988,-0.017089128,,
23160,0.05877304,-0.4364823,0.23390794,,
23181,0.5710678,-0.6544459,0.43580008,,
23201,0.6421032,0.19545364,-0.07656407,,
23220,-0.33745003,0.020272613,-0.19298196,,
23241,-0.70998,-0.39924872,-0.02834177,,
23260,-0.21249104,-0.7210454,0.36499166,,
23281,0.81160355,-0.7966962,0.5805292,,
23300,1.2692938,0.37832594,0.5278137,,
23321,0.08487415,0.50015116,-0.116778135,,
23340,-1.1283569,0.14897132,0.1680739,,
23360,0.36514568,-0.52891684,0.6647897,,
23381,1.335124,-0.2132026,0.35926533,,
23400,0.69079113,-0.40291536,0.4018798,,
23420,-0.38027287,0.05972147,0.32760572,,
23441,0.4689417,0.73094296,0.54440904,,
23460,0.54575825,-0.19429958,0.20265985,,
23480,-0.0022735596,-0.9422296,0.34763837,,
23500,0.127244,-1.0862958,-0.02357006,,
23521,-0.52149487,-0.36468792,0.16460204,,
23540,-0.35047913,-1.1201448,0.15875673,,
23560,-0.40179634,-0.87305474,0.040606737,,
23581,0.4316826,-0.84730923,0.31065845,,
23600,0.65643024,-0.65874004,0.28708482,,
23620,0.41159916,-0.06684363,0.3645451,,
23641,0.1307373,-0.5488224,-0.13825321,,
23660,-0.40104103,-0.32366705,0.075606585,,
23680,0.4355793,-0.34085023,0.14416957,,
23701,0.59320354,0.49476516,-0.6799073,,
23720,-0.43493176,-0.17010808,-0.55858207,,
23740,-1.7099867,-1.177688,-0.33521318,,
23761,-1.0987186,-1.1890323,0.3726635,,
23780,0.34585953,-1.0476339,0.14568996,,
23801,0.9746752,-0.28539777,-0.010581732,,
23820,1.129981,-0.30035722,0.096704006,,
23840,-0.0954628,-0.44001317,0.06736779,,
23860,-0.4630661,-0.44069016,-0.34860682,,
23881,-0.41613674,0.26154602,-0.827209,,
23900,-0.16180229,-0.04127705,-0.6838622,,
23920,-0.10311794,-1.2951103,-0.1614132,,
23941,0.23402023,-0.69196993,0.18296552,,
23961,0.6947155,-0.14678323,-0.35744357,,
23981,0.13979912,0.24291122,-0.72010946,,
24000,-0.10774517,0.09995532,-0.4543159,,
24021,0.66300106,-0.4024235,-0.4579463,,
24040,0.62170696,-0.2287451,-0.64916587,,
24061,0.20144272,-0.36408943,-0.48215652,,
24080,-0.75431156,-0.47921264,-0.730001,,
24101,-0.2250576,-0.46300936,-0.6170025,,
24120,0.8583927,-0.041745067,-0.7814722,,
24141,0.6932764,0.1447612,-0.92794657,,
24160,-0.12747383,-0.85721403,-0.47197556,,
24180,-0.46581745,-0.61640024,-0.5231204,,
24201,0.021878242,-0.32390034,-0.79499865,,
24220,-0.29236412,-0.32763004,-1.011064,,
24240,-0.2977209,-0.52656496,-0.39382696,,
24261,0.8218641,-0.23701894,-0.56276536,,
24280,1.0749235,0.4651057,-0.47516894,,
24300,0.43808174,-0.20335501,-0.4335034,,
24320,-0.038071632,-0.017269015,-0.21538067,,
24341,1.001092,0.3344642,-0.39760232,,
24360,0.8456631,0.05097395,-0.88061357,,
24380,-0.7192135,-0.25131655,-0.6540508,,
24400,-0.6320524,-0.598657,-0.2129395,,
24421,0.10425472,-0.11275649,-0.91413736,,
24440,-0.24504566,-0.055419803,-0.8394494,,
24460,-0.87035465,-0.3549105,-0.60647273,,
24481,-0.15718079,-0.17557299,-0.113497496,,
24500,1.2170506,0.1969158,-0.19742703,,
24520,0.67444515,1.0733585,-0.66167545,,
24541,-0.41321468,0.7796273,-0.41851926,,
24560,0.1334858,-0.088121355,0.22124124,,
24580,0.77854156,0.26096815,-0.09799361,,
24600,0.047128677,-0.6334854,-0.4972887,,
24621,-0.7451849,-0.8340107,-0.58470225,,
24640,0.54626656,-0.41481376,-0.26822543,,
24660,0.9024391,0.2243334,-0.22231674,,
24681,-0.4747553,-0.66030943,0.055159092,,
24701,0.05221653,-1.3864787,-0.31198072,,
24720,0.13796234,0.06374174,-0.016914845,,
24741,-0.06829834,0.027076364,-0.7937312,,
24760,-0.5060377,0.10365605,-0.06444669,,
24781,0.38588428,0.24348402,0.31107807,,
24800,0.6821804,0.5128219,0.062271595,,
24821,-0.3825302,0.27930695,0.016905546,,
24840,-0.9878435,-0.17084885,0.25341702,,
24860,0.32363605,0.22030127,0.250494,,
24881,1.4825039,0.69263434,0.2492075,,
24900,0.18988895,0.23838592,-0.39286566,,
24921,-1.5461178,-0.3992715,-0.25978518,,
24940,-0.9273615,-0.77917683,-0.43726063,,
24961,-0.41242886,-0.22348762,-0.1693089,,
24980,0.78047657,-0.22537458,-0.11590338,,
25000,0.631114,-0.014523983,-0.014056921,,
25021,-0.3049717,0.19939083,0.039918423,,
25040,-0.78540707,-0.023955584,0.28900862,,
25060,0.20264149,0.1944015,0.4375186,,
25081,1.6114025,0.52719563,0.9640968,,
25100,1.6152468,0.010871649,0.6736307,,
25120,-0.49988842,0.09566873,0.04035926,,
25141,-0.6572914,0.204229,-0.085188866,,
25160,-0.15294838,0.23675835,-0.29547262,,
25181,0.06668949,-1.0274379,0.19836736,,
25200,0.40946484,-0.85859597,0.80445147,,
25220,0.23902035,0.11093646,0.3476181,,
25240,0.00614357,-0.22441661,0.03312874,,
25261,-0.30568218,-0.57195127,0.3988185,,
25280,0.71014404,-0.8078958,0.6254771,,
25300,0.8907728,0.117678344,-0.25484228,,
25321,-0.35343456,0.2523868,-0.6033459,,
25340,-0.8314791,-0.9455641,-0.3451419,,
25360,-0.46008968,-0.74487966,0.059033632,,
25381,0.66132355,-0.11138141,0.38435578,,
25400,0.52275085,0.33649242,-0.48196077,,
25421,-0.2634983,0.18553507,0.33669472,,
25440,0.18918705,-0.23180223,0.18239927,,
25460,0.5805197,0.21502423,0.11641312,,
25481,0.4095087,8.624792E-05,-0.031146765,,
25500,-0.38479996,-0.34488082,-0.19534254,,
25520,-0.5463228,-0.33304787,-0.35213542,,
25540,-0.10078621,-0.53928936,-0.34883428,,
25561,-0.6747837,0.2651502,-0.17942452,,
25581,0.0619545,0.008565605,-0.16759324,,
25600,0.5039253,-0.19002402,0.01991272,,
25621,0.92438316,0.26617604,0.2849295,,
25640,0.6668587,0.36301112,-0.63317347,,
25661,-0.29910564,0.61772025,-0.08653045,,
25680,0.70149803,0.07762343,-0.15232348,,
25701,1.2573757,0.33473873,0.09359717,,
25720,0.3990736,-0.19482452,0.08123636,,
25741,-0.23720169,-0.31379545,-0.56323195,,
25760,-0.564661,-0.39219224,-0.26824474,,
25780,0.24295616,-0.8492495,-0.34046984,,
25801,-0.019001007,-0.5010037,-0.5024595,,
25820,-0.2593441,-0.7223652,-0.62394595,,
25841,-0.37026882,-1.1458724,-0.50102425,,
25860,-0.5287781,-0.6391224,-0.34772277,,
25880,0.22541904,-0.22414625,-0.6318493,,
25901,0.5817585,-0.26829767,-0.034457922,,
25920,0.63493824,-0.09739715,-0.111014605,,
25941,0.58482075,0.26072782,-0.6314869,,
25960,-0.3771963,0.5513923,-0.16247416,,
25980,0.233284,0.43211442,-0.29950404,,
26001,0.0819273,0.028607786,-0.81212544,,
26020,-0.3296032,-0.3046134,-0.45756674,,
26040,0.14893246,-0.41486293,-0.91669464,,
26061,-0.1173439,-0.21754217,-0.78427553,,
26080,-0.5069399,-0.32280964,-0.8061464,,
26100,0.24485016,0.0024715066,-0.2766068,,
26121,0.5792494,0.38034397,-0.34542012,,
26140,0.46241856,-0.28730333,-0.42330194,,
26160,-0.3098383,0.14679652,-0.3603766,,
26181,-0.1570301,0.06982541,-0.56208134,,
26200,0.2464037,0.076530516,-0.29886627,,
26220,0.6799698,0.7856359,-0.3842249,,
26241,0.9042101,-0.26641506,-0.64495707,,
26260,-0.13253021,-0.84079033,-0.70637774,,
26280,-0.36457634,-0.42280197,-0.26677608,,
26301,-0.58656883,0.09401691,-0.39084816,,
26320,0.038497925,0.5990909,-0.8831792,,
26340,1.9711113,-0.50346637,-0.056201696,,
26360,0.14631557,-0.76218,0.21648574,,
26381,-1.2011747,-0.8246088,0.011787415,,
26400,-0.5003767,0.25187802,-0.27631092,,
26421,0.15376282,0.5499596,-0.2026546,,
26441,1.1295347,0.13867593,-0.04369116,,
26460,0.73831654,0.5157874,-0.31340218,,
26481,-1.3311386,0.51165706,-0.7315893,,
26500,-1.5601587,-0.16830963,-0.95137,,
26521,-0.30532742,-0.19390917,-0.5077989,,
26540,1.8918095,-0.03046,-0.19221568,,
26561,1.217493,0.40743977,0.003928423,,
26580,-0.6683893,-0.12939274,-0.19260716,,
26600,-1.0627003,-0.86152184,0.14833927,,
26621,-0.15496445,0.023502648,-0.08348727,,
26640,1.3756895,0.8201408,-0.17768478,,
26660,0.8307047,0.66830844,-0.38105655,,
26681,-1.3007851,-0.17730153,-0.13993955,,
26700,-0.76599884,-0.5817542,-0.44892788,,
26720,1.1155949,0.17714459,0.65429497,,
26741,1.9348269,0.7854046,0.5271368,,
26760,1.1263399,0.17437583,-0.114346266,,
26780,-0.8093424,0.07781172,-0.36270475,,
26800,-0.9889879,-0.045669675,-0.5593536,,
26821,-0.7943382,-0.32790935,-0.15943551,,
26840,0.5366411,-0.92282784,0.3002758,,
26860,1.6377821,-0.79813844,0.1940372,,
26881,-0.011194229,0.20434225,0.20171905,,
26900,-1.2390985,-0.23518962,-0.0125796795,,
26920,-0.66832066,-0.5521766,-0.13190365,,
26941,0.35336304,-0.040150583,-0.16384768,,
26960,1.0701313,0.036851406,-0.21070099,,
26980,-0.578043,-0.044014335,-0.25984788,,
27001,-0.9921169,-0.3593173,0.05182314,,
27020,0.1649437,-0.87967503,0.2935753,,
27040,0.40970993,-0.0037172437,0.3001914,,
27061,0.96075344,0.46204394,0.21102858,,
27080,0.2676859,0.45637584,-0.37450933,,
27100,-1.5896931,-0.092080295,-0.15900445,,
27120,-1.5439224,-1.1828303,-0.4917271,,
27140,-0.55498314,-0.35569286,-0.093850374,,
27160,0.54565334,0.2244885,0.16266727,,
27181,0.8697729,0.3813672,0.5531988,,
27200,0.2764721,0.04933071,0.4711821,,
27221,-0.83440685,-0.12294555,0.023734331,,
27240,-1.0212231,0.8287779,-0.32375288,,
27261,0.4661579,0.49654102,-0.077129126,,
27280,0.8018637,0.23998141,0.1794846,,
27301,-0.4857931,0.11691171,0.4649706,,
27320,-0.8040266,-0.78802013,0.1946168,,
27341,-0.7236471,-0.43212068,0.58780074,,
27360,0.975687,-0.23984152,0.67036533,,
27381,2.352521,0.70226663,-0.09773564,,
27400,-0.021004677,0.98991376,-0.43408036,,
27420,-2.1574802,-0.71187943,-0.22215414,,
27441,-0.694808,-2.0118628,0.64286494,,
27460,1.5780153,-0.95896137,0.9835055,,
27480,2.47515,0.5149058,0.22375941,,
27501,-0.3859825,0.543751,-0.3546741,,
27520,-1.8647032,-0.2266677,0.1878171,,
27541,-1.1684008,-0.6030364,0.08658028,,
27560,-0.0510149,-0.5310576,0.5171621,,
27580,2.94137,-0.13710111,0.80330205,,
27601,1.1911135,0.63732284,0.4577217,,
27620,-1.7175455,0.047076643,0.26862752,,
27640,-1.944644,-0.31923997,-0.28633714,,
27661,-0.94886494,-0.25735867,0.07365894,,
27680,1.670371,-0.7173425,0.023907423,,
27700,1.1270065,-0.28009754,0.1213429,,
27721,-1.3563623,-0.11633998,0.23345947,,
27740,-0.9747677,-0.5490991,0.7250296,,
27760,0.9057188,0.5177741,1.0160476,,
27781,1.7542791,1.074042,0.6315962,,
27800,0.6583195,0.75572425,0.6596861,,
27820,-0.9618273,0.64267224,0.71807945,,
27841,-0.5819855,-0.15109295,0.45050132,,
27860,-0.2908249,-0.3181296,0.5142245,,
27880,0.15114498,-0.10830134,0.3991201,,
27901,0.4990654,0.040796816,-0.30642664,,
27920,-0.82307434,-0.65454537,-0.15525305,,
27940,-0.6833973,-1.5445924,0.15097916,,
27961,0.07137966,-1.476614,0.2511227,,
27980,0.8413849,0.5565949,0.8070185,,
28001,1.2624817,0.27919632,0.18460274,,
28020,-0.13164043,-0.20697922,0.06339002,,
28041,-1.0404673,0.26330984,0.07096338,,
28061,-1.1876688,0.22407281,-0.04712248,,
28080,0.10555935,-0.095294,0.6029625,,
28101,2.3936892,-0.74922854,0.9118185,,
28120,0.51215076,0.82305133,0.5259559,,
28141,-1.6031122,0.47116745,0.099598885,,
28160,-0.73771286,-0.4888727,0.3026054,,
28181,1.6216612,-0.77913284,0.5319247,,
28200,1.9894638,0.37750947,-0.15623593,,
28221,-1.6886272,0.07970458,-0.7953987,,
28240,-3.1294508,-0.47343528,-0.22923112,,
28260,-0.6308918,-0.45815718,0.29206038,,
28280,2.7434597,0.09098536,0.80783653,,
28301,0.54614925,0.09123957,0.3350141,,
28320,-0.8989172,-0.20174325,0.33207607,,
28340,0.07931709,0.8761543,0.6262183,,
28361,0.761508,1.2345572,0.11732054,,
28380,0.50275517,0.18750119,-0.12532616,,
28400,-1.374177,-0.12616867,-0.026777267,,
28420,-1.351675,-0.51387966,-0.17974806,,
28441,-0.38725853,-1.0447826,-0.073524,,
28460,1.6088352,-1.1944296,0.53523064,,
28480,1.7257957,1.0560076,-0.9366274,,
28500,-0.25263023,-0.08084017,-0.42650485,,
28521,-1.6642513,-0.33163947,-0.6628871,,
28540,0.45452404,-0.8394109,-0.075284004,,
28560,1.4898319,0.71959347,0.29402113,,
28581,0.27184296,0.6920151,-0.101555824,,
28600,-1.3155165,0.23676175,-0.2787087,,
28620,-1.945611,-0.3893323,0.27016616,,
28641,-0.52007484,-0.29922706,0.16224074,,
28660,1.5701866,0.5189874,-0.14914179,,
28680,1.9212599,0.4538949,-0.10424137,,
28701,-0.096588135,0.017149568,-0.041623592,,
28720,-0.87424374,-0.98827654,0.20853114,,
28740,-1.1002235,-0.60282856,-0.21929026,,
28761,-0.37485218,0.13821477,-0.4085791,,
28780,0.86501884,0.67584276,-0.47231746,,
28801,-0.36697102,0.53402954,-0.6031275,,
28820,-2.5368233,-0.88924015,-0.4363289,,
28841,-0.6560526,-1.277436,0.5396557,,
28860,1.4268265,0.15808141,0.4286964,,
28881,2.463148,1.3789268,-0.14871407,,
28900,0.73299503,1.3013823,-0.91790056,,
28921,-2.0067148,0.3759575,-0.7224963,,
28940,-1.5238237,-1.1821058,-0.18213272,,
28961,0.5981703,-1.5986958,0.85024405,,
28980,2.6653814,0.48897582,0.35034013,,
29001,1.0452719,0.87557906,-0.7331855,,
29020,-1.8574238,-0.03933388,-0.45906878,,
29040,-1.907095,-0.6085608,0.31188512,,
29061,1.541153,-0.5379753,0.37297177,,
29080,2.2149506,0.03111273,0.44150734,,
29101,-0.3246212,-0.08885127,0.15447044,,
29120,-1.6295385,0.33063442,0.007901907,,
29140,-0.8643532,1.1088696,0.20810318,,
29161,0.7867193,-0.44456893,-0.40131855,,
29180,0.069319725,-0.09055513,0.084545135,,
29200,-0.9525614,-0.48710668,0.4309802,,
29221,-0.70566845,-0.21143156,0.17955327,,
29240,0.89884853,0.9149771,0.6600933,,
29260,1.3432055,0.98910356,0.079506874,,
29281,-0.5861778,0.6107627,-0.024907827,,
29300,-1.3397522,-0.64981395,0.5177462,,
29320,0.048139572,-0.76754075,0.73782253,,
29340,1.4572306,0.67414266,0.48237395,,
29360,0.47855663,0.8709734,-0.64441967,,
29380,-2.0158415,-0.22953206,-0.4061942,,
29401,-2.1307383,-1.2058496,-0.09245539,,
29420,0.30630112,-1.9718333,-0.005774498,,
29440,1.4328203,-0.94141674,0.7946296,,
29461,1.4986115,-0.109288335,0.28793836,,
29480,0.36077404,0.5838584,-0.39724016,,
29500,-1.703104,0.39154357,0.018761158,,
29521,-1.2431173,-0.15616626,0.3381803,,
29540,0.69692516,0.5114645,0.26782417,,
29560,0.73781776,1.1716945,-0.126472,,
29581,-0.6876068,-0.11904597,0.28422427,,
29601,-0.35738468,0.3722335,0.8361764,,
29620,0.28553772,0.8545448,0.44754028,,
29641,-0.09578323,-0.54921246,0.053079844,,
29661,-0.10688019,-0.8235569,0.24384165,,
29680,0.17855167,0.024638176,-0.10984516,,
29701,0.14215946,0.16978723,-0.28599024,,
29720,0.36701107,-0.5230479,0.51190925,,
29741,0.012028694,-0.7317579,0.08841896,,
29760,-0.50003624,-0.78678006,0.21007109,,
29781,-0.6922827,-0.12203276,0.6783879,,
29800,0.5846062,0.37343425,0.20197988,,
29821,0.15489006,1.1935818,-0.33738136,,
29840,-0.61356735,-0.64420414,-0.04553008,,
29860,-0.26166534,-0.6933066,0.97207904,,
29881,2.4188957,-0.19375873,0.805084,,
29900,2.2335129,0.6331296,0.5862379,,
29921,-1.1945238,0.7431298,0.10896528,,
29940,-2.1591349,0.40369618,0.13456011,,
29960,-0.67964745,-0.6496197,0.21293378,,
29981,0.426939,-0.7318369,0.039792538,,
30000,0.47191525,-0.9486181,0.014774799,,
30020,0.076171875,-0.112294436,0.5888479,,
30041,0.24777412,0.8465151,0.40813565,,
30060,1.0124302,0.0153772235,0.09678769,,
30080,-0.4179573,0.2634275,0.23777676,,
30100,-0.8919344,0.163948,0.17560315,,
30121,0.14488316,0.3773651,-0.10526967,,
30140,0.7023668,0.2584929,0.40302682,,
30160,-0.23465633,-0.5563446,0.587199,,
30181,-0.81312656,-0.7811699,0.5435152,,
30200,-0.026871681,0.116850555,0.5250237,,
30220,1.0821638,0.41051877,-0.032182217,,
30241,0.6207409,0.97809035,-0.10277009,,
30260,-0.93720436,-0.15919083,0.17573619,,
30280,-0.3274536,-0.42392075,0.7748525,,
30300,1.4106503,-0.2006715,0.75662327,,
30321,1.4079285,0.342565,0.37799644,,
30340,-0.77207756,0.21382433,-0.20959687,,
30360,-1.724886,-0.38129503,-0.051529408,,
30381,-0.43687725,-0.61431813,-0.4717977,,
30400,2.2725992,-0.25042284,0.21558046,,
30421,1.7497921,-0.5029284,0.3327024,,
30440,0.019594193,-0.93631,0.62698054,,
30461,-0.8945074,-0.09217113,-0.0044105053,,
30481,-0.0661087,0.09159112,-0.16566467,,
30500,-0.13721657,0.5130965,-0.31480765,,
30521,-0.99985313,-0.26367188,-0.2590711,,
30540,-0.43502522,-0.79129094,-0.108756304,,
30561,0.6948519,-0.67654926,0.36791992,,
30580,1.491909,-0.621194,0.49284315,,
30601,0.7785225,1.4052022,-0.24268031,,
30620,-0.7564821,1.4425418,-0.41152692,,
30641,-2.4122353,0.6437211,-0.4966278,,
30660,-1.2251091,-0.47179228,-0.28970122,,
30680,0.005203247,-0.7430046,0.17341685,,
30701,1.117259,-0.6671621,0.13434935,,
30720,0.8096905,0.5966536,-0.19491863,,
30741,-1.5699921,0.15965992,-0.20558262,,
30760,-2.3600416,-0.42449784,-0.48189712,,
30780,0.40406895,-1.0533149,-0.24454689,,
30801,3.0667849,0.15261894,0.26710987,,
30820,1.6661777,0.8220113,-0.51484895,,
30840,-2.0237713,0.13275713,0.044719696,,
30860,-1.4058104,0.2739548,0.4703939,,
30880,1.1394453,0.8400136,0.42893505,,
30900,1.0444536,0.5575305,-0.46419168,,
30921,-0.65456104,-0.42409027,-0.57350993,,
30940,-0.48925114,-0.5337119,0.34259272,,
30960,0.99936295,-0.24762219,0.22065783,,
30981,2.6377792,1.4522717,-0.42726922,,
31000,0.48070145,0.4861648,-0.52349806,,
31020,-2.0708084,-1.1553572,0.119475126,,
31041,-0.33863163,-1.2888149,0.681983,,
31060,1.9592037,0.80270684,0.44575834,,
31080,0.34589958,1.1691692,-1.1295907,,
31101,-2.1301308,-0.23318791,-0.37957215,,
31120,-1.4590178,-1.3070765,0.20106721,,
31140,1.1050844,-1.459908,-0.006389618,,
31161,3.54066,-0.5958503,0.4318614,,
31180,1.8817902,1.1708437,-0.93889,,
31200,-1.8014011,0.28484988,-1.1168013,,
31221,-3.062111,-0.68651026,0.014903784,,
31240,-0.19266129,-1.7593374,0.2876656,,
31261,1.659297,-0.5725767,0.7512038,,
31280,0.9332552,0.89892685,-0.5732541,,
31301,-1.6739435,0.3679915,-0.54840326,,
31321,-3.1600637,-0.19718093,0.16920447,,
31340,0.09968758,-1.1597753,0.28572273,,
31361,1.8853178,-0.07969892,0.11528015,,
31380,1.3215466,0.40807915,0.012835503,,
31401,-0.6915846,0.69446826,-0.46638846,,
31420,-1.5063324,0.58813685,0.09697008,,
31441,-0.82415867,-0.395267,0.096149206,,
31460,-0.34248447,-0.73047733,-0.24121618,,
31480,-0.37566662,-0.17841655,0.18993974,,
31500,0.21600342,0.21857959,0.12196946,,
31521,-0.30071068,-0.24010587,-0.2775309,,
31540,-0.99478626,-0.68848985,0.116146564,,
31560,-0.19538021,-1.4132648,0.56630063,,
31581,0.4842205,-0.054055274,-0.15774226,,
31600,-0.09042168,1.3058839,0.13837743,,
31620,-0.761323,0.100857556,0.018493652,,
31640,-1.0538559,-0.34152085,0.6251774,,
31661,0.5990429,-0.30821276,0.53876877,,
31680,2.5958252,0.4014771,0.2910471,,
31700,-0.17548084,1.308356,0.052409887,,
31720,-2.4619398,0.102389455,0.13703692,,
31741,-1.7961168,-0.63461125,0.7103112,,
31760,1.2138081,-0.057789087,0.73682296,,
31780,3.5465698,0.14661223,0.6576642,,
31801,0.5529213,-0.4338652,0.28238153,,
31820,-1.085453,-0.84463227,0.5224129,,
31840,-0.268816,0.42861515,0.90653193,,
31861,0.29156017,0.8367474,0.12169719,,
31880,-0.88899994,0.6914933,-0.27090037,,
31900,-1.5210657,-0.8930099,0.6356329,,
31921,-0.648592,-1.2192663,1.3834926,,
31940,1.7634382,-0.89509046,1.232293,,
31960,2.684372,0.8466786,0.9239565,,
31981,0.392807,1.5215957,0.19483817,,
32000,-1.4463949,0.31374222,0.29146886,,
32020,-0.087898254,-0.6635785,0.6944263,,
32041,1.6831799,-0.64083797,0.6887826,,
32060,1.2186165,-0.003692627,0.43705857,,
32081,-0.11464691,0.3082397,0.053087354,,
32100,-1.8278627,-0.24443227,0.24044013,,
32121,-0.8333006,-1.0555961,1.0337741,,
32140,1.594903,-0.5441935,0.29183578,,
32161,2.1321716,0.41676015,0.1919899,,
32180,0.82189465,0.30704647,0.032523632,,
32201,-1.1155014,-0.54241097,0.3019483,,
32220,-1.6567059,-0.3709935,0.54676414,,
32241,0.9999294,-0.18757212,0.5364046,,
32260,1.3768883,1.0004814,-0.2228415,,
32280,-0.5909014,-0.47748637,0.07831335,,
32301,-1.0340605,-1.3772593,0.6126516,,
32320,0.87464046,-0.22396713,0.40960455,,
32340,1.9902315,0.9546755,-0.5441494,,
32361,-0.05951023,0.028361201,-0.8687885,,
32380,-1.9629269,-0.32459962,-0.13634324,,
32400,0.39231873,-0.83801746,0.32120752,,
32420,1.8266687,-0.15192944,-0.008595228,,
32441,0.22712708,0.096951425,-0.2886634,,
32460,-2.0139189,0.8051878,-0.62654686,,
32480,-1.0286798,-0.4682238,0.16126943,,
32501,-0.24839687,0.61939126,0.4178157,,
32520,1.9054089,-0.6700427,0.16692352,,
32540,0.8704243,0.2263394,-0.59455633,,
32561,0.7367964,0.18032849,-0.23039842,,
32580,-1.6040325,1.6618861,-1.3624904,,
32600,-2.3240652,-0.157884,-0.9812646,,
32621,-1.3603115,-1.0682929,0.22769833,,
32640,2.5448933,-2.5152674,0.26487708,,
32660,3.0554457,0.5257656,0.32000065,,
32681,0.14281178,0.9832036,-1.424622,,
32700,-2.0301914,-0.18225038,-0.93915415,,
32720,-2.719965,-0.09104347,-0.32575274,,
32741,1.0171375,-0.019629598,-0.15942979,,
32760,3.074626,-0.065959275,-0.31517386,,
32780,0.49976444,0.98720586,-0.15244985,,
32801,-2.0793934,0.35362154,-0.30493498,,
32820,-2.3206215,-0.02766341,-0.62985206,,
32841,-0.050322533,-0.37862468,-0.065594435,,
32860,2.6146507,0.497406,-0.6710911,,
32881,1.5236158,0.3400976,-1.2656298,,
32901,-0.9611912,-0.43284267,-0.16545129,,
32920,-0.26092148,-0.8008291,-0.1616776,,
32941,1.5746765,0.3979271,-0.5241015,,
32960,0.5228882,1.307025,-0.656734,,
32981,-1.8655138,-0.03596717,-0.9577613,,
33001,-3.1848354,-0.23888272,-0.6738167,,
33020,-0.37548733,-1.0612183,0.28034306,,
33041,3.1209278,-0.9481589,-0.32304072,,
33060,2.074028,1.104843,-0.7704272,,
33081,-0.21654606,0.36804038,-0.613667,,
33100,-0.6098099,-0.37613612,-0.521533,,
33120,-0.058413506,0.17986059,-0.5042293,,
33141,-0.65112305,0.48015177,-0.84029293,,
33160,-0.76244164,0.09259683,-0.44925332,,
33180,0.0057783127,0.69823897,0.124821186,,
33201,0.36149883,0.5231282,0.07771158,,
33220,0.8751974,-0.10518038,-0.072024345,,
33240,1.5305548,0.647949,0.13504744,,
33261,-0.124744415,1.3903269,-0.4769392,,
33280,-2.491685,0.7028601,-1.1650288,,
33300,-1.4524584,-0.7101347,-0.36287236,,
33321,0.8264322,-1.6468165,0.47858167,,
33340,2.3057842,-0.3966152,0.2681675,,
33360,0.75895023,0.64534575,-0.471689,,
33381,-0.6195011,0.023950577,0.1749835,,
33400,-1.6061363,1.1919012,-0.403661,,
33420,-1.4141111,0.408786,-0.49900556,,
33440,-0.37944317,-0.8092024,0.30750227,,
33461,1.099659,-0.46526533,0.9072194,,
33480,1.3419514,0.8580251,0.14051223,,
33500,-0.3103695,1.1145763,-0.104886055,,
33521,-0.35120296,0.8835722,0.10138607,,
33540,0.61621475,0.79662573,0.22466755,,
33560,0.20732307,0.8817775,-0.09948397,,
33581,0.66316795,0.19387054,0.32755852,,
33600,0.6192198,-0.725962,0.89515734,,
33620,-0.88908577,0.11743933,0.32088184,,
33641,-1.5575218,0.019791842,-0.12694287,,
33660,-0.86438656,-0.70803404,-0.12627888,,
33680,0.90378475,-0.7299337,-0.05504656,,
33701,1.646594,-0.71902424,-0.005228281,,
33720,0.8396282,-1.4166071,0.30822587,,
33740,-0.023851395,-0.06961566,0.30068398,,
33761,-0.7734451,0.86851335,0.32170987,,
33780,-2.3934336,1.3029135,-0.32659578,,
33801,-2.7629967,0.27244556,0.08881879,,
33820,-2.028966,-0.27239507,1.3109162,,
33841,0.6917038,0.111790836,1.6230583,,
33860,3.4763994,0.55634886,0.9233291,,
33881,2.2211685,0.3990752,0.7585745,,
33900,-0.058029175,0.8270965,0.69223845,,
33920,-0.046497345,1.2006116,0.4372896,,
33941,-0.006658554,0.20975107,-0.1319828,,
33960,-0.15362549,-0.6698242,0.22049904,,
33980,-0.29410458,-1.2468302,0.82965124,,
34000,0.7649927,-1.4867105,0.982692,,
34020,1.4078455,1.3949263,0.32365358,,
34041,-0.11181545,0.98008686,0.6140562,,
34060,-1.1280384,0.52796835,-0.017001271,,
34080,1.2322912,-0.24040192,1.5987431,,
34101,2.4603977,0.7886706,0.91085136,,
34120,0.47029877,0.11959165,-0.07434261,,
34140,-2.5144978,0.080568254,0.4159466,,
34160,-1.3168411,-1.298815,0.25586534,,
34181,0.87700176,-1.0451059,0.18280888,,
34200,2.0574274,-1.0428834,-0.17656136,,
34220,0.13643932,-1.1122565,-0.6849749,,
34240,-1.2789736,-1.0102953,-0.21832228,,
34261,-1.0886087,-0.52071685,-0.15773726,,
34280,-1.1242809,0.18842834,-0.38855982,,
34300,-2.1263266,0.020843565,-0.33733892,,
34321,-3.145999,-0.07366514,-0.33652806,,
34340,-1.9415712,-0.1438421,0.6558325,,
34360,0.25420284,0.8307203,0.58641434,,
34381,1.1556139,1.1335466,-0.081560135,,
34400,-0.13906288,1.138732,0.24951649,,
