Milliseconds,X,Y,Z,,ground truth
11500,-0.4713564,0.17394853,-0.63735485,,
11520,-2.1100006,-0.25886834,-0.40918493,,
11541,-1.5451336,-0.8699777,0.49771595,,
11560,1.2318792,-0.052542448,1.4502625,,
11580,2.7465935,1.2536048,0.8723922,,
11601,0.6025944,0.8683455,0.09412265,,
11620,-1.299015,0.13459325,-0.107274294,,
11640,-0.32774258,0.38981986,0.26594234,,
11661,0.8756361,0.7592815,0.24097514,,
11680,-0.43664455,0.13914669,-0.36011147,,
11701,-1.7296276,-0.35718226,-0.39331746,,
11720,-2.1359177,-0.8062571,0.23688126,,
11741,-0.1257391,-0.16165555,0.5430865,,
11760,1.3626394,0.6077688,0.12794948,,
11781,-0.13434982,0.099528074,0.24691391,,
11801,-0.8125887,0.11693084,0.18463254,,
11821,-0.2737503,0.5578128,0.54071426,,
11841,0.71236134,1.3740635,0.71923256,,
11860,0.39216042,1.8594302,0.09637427,,
11880,-0.9873495,1.0476862,0.23318839,,
11901,-0.5810566,0.14450574,0.4590137,,
11920,1.3564186,0.23047388,0.7310674,,
11940,0.83037376,0.8785721,-0.0414021,,
11961,-1.3611403,0.41253865,-0.58341455,,
11980,-1.7575512,-0.39274812,-0.2895286,,
12000,-0.7835674,-0.6816666,0.08734226,,
12021,0.08916283,-0.4751954,0.005027294,,
12040,0.097379684,-0.45916438,-0.27155566,,
12060,-0.23641872,-0.03652823,-0.103024244,,
12080,-0.50296307,0.0221771,0.076802015,,
12101,-0.07820225,0.022858977,0.34366822,,
12120,0.9130993,0.61506915,0.4802208,,
12140,0.9508295,1.1680229,0.5153177,,
12160,-0.45590115,1.2135075,0.035529375,,
12180,-0.42712975,0.37434733,0.6493077,,
12201,1.5931702,0.84402466,0.8590205,,
12220,1.5926952,0.63783896,0.45089817,,
12240,0.12555218,0.50615156,-0.271245,,
12261,-0.92775536,0.0874933,-0.20572472,,
12280,-1.5439224,0.23607826,-0.32182717,,
12300,-1.0435505,0.25958824,0.1233511,,
12321,0.06618595,0.42301285,0.3837042,,
12340,-0.4975586,-0.30575955,0.3142624,,
12360,-1.0107174,-0.611693,0.06420922,,
12381,-0.11296749,-0.0002408028,0.12456107,,
12400,0.6265335,0.79025006,0.211303,,
12420,0.4927559,0.9872254,-0.0026171207,,
12441,-0.70485973,-0.040482283,-0.11164546,,
12460,-0.6037884,-0.7365854,-0.02900219,,
12481,0.45918274,0.028000474,0.3289466,,
12500,1.467,1.1172085,0.30519748,,
12520,0.9931488,1.1324404,0.07840419,,
12541,0.2765932,-0.5791886,0.016616106,,
12561,0.27217293,-1.0017344,-0.027813673,,
12580,0.8700571,-1.2441301,0.33041143,,
12601,0.6882782,-0.1719011,-0.20150423,,
12620,-0.45551014,-0.34135628,-0.47266674,,
12641,-1.7571344,-1.2306212,-0.85590696,,
12661,-1.5037174,-2.0034924,-0.55620503,,
12680,-0.40630722,-1.6757681,-0.34237814,,
12700,0.77853394,-1.085307,0.32377815,,
12721,1.1227608,0.2398653,-0.19678879,,
12740,-0.028542519,0.34934926,0.40842938,,
12761,-1.4326334,-0.43913507,0.41796923,,
12780,-0.19673061,-0.8158624,0.38249207,,
12800,1.1237249,0.021026611,0.2842512,,
12820,0.59457016,0.65048647,0.18518639,,
12840,-0.7182932,0.45652592,-0.46548724,,
12860,-0.59784317,-0.29926193,-0.07452631,,
12881,0.19998837,-0.36771715,0.07818627,,
12900,-0.2772236,-0.3756256,0.25648737,,
12920,-1.3058767,-0.298136,-0.33423567,,
12940,-1.589097,-0.4131961,0.20025921,,
12961,-0.5074444,-0.28688705,0.46909595,,
12980,1.3156023,-0.36717975,0.86885595,,
13000,3.004078,0.084026694,0.4605341,,
13020,0.72417927,0.30520594,-0.58369064,,
13041,-2.0596485,-0.17453599,-1.2587802,,
13060,-2.2986555,-0.10289538,-0.9175546,,
13080,0.29555988,0.2933041,0.13352895,,
13101,1.5381441,0.31112218,0.69200945,,
13120,0.23133469,-0.7350452,0.4147644,,
13140,-0.8656378,-0.554608,0.2877152,,
13161,-0.3382063,0.28252554,0.12563896,,
13180,0.15856647,0.45130372,-0.18615317,,
13200,-0.28068256,0.369761,-0.31587815,,
13221,-0.50375843,-0.25829613,-0.2372675,,
13240,0.09069443,-0.63408744,0.0038337708,,
13260,0.7735758,-0.5091013,0.48831153,,
13281,1.0610971,0.9284203,-0.07137823,,
13301,-0.35081673,0.511801,-0.41745305,,
13320,-1.8781004,-0.89539635,-0.21366096,,
13340,-0.29446316,-1.3729018,0.4779575,,
13361,1.7397623,-0.07249665,0.32355452,,
13380,0.83500385,0.0036187172,-0.015033245,,
13401,-1.3852863,0.010050893,-0.32933474,,
13421,-0.17738628,0.20373535,0.08307958,,
13440,0.59368706,0.1683662,0.1992538,,
13461,-0.13412857,-0.81677246,0.0658443,,
13480,-0.57660294,-0.46982372,-0.28693104,,
13500,-0.17043781,1.0717267,0.12864518,,
13521,0.2589512,1.103313,-0.054404497,,
13540,-0.04168892,-0.23000443,0.24032712,,
13561,0.032844543,-1.1904206,0.3748815,,
13580,0.78999233,-0.21939182,-0.050879717,,
13601,0.44520092,0.45614052,-0.5605488,,
13620,-1.190506,0.10234761,-0.25729275,,
13640,-2.0975113,-0.22387528,-0.3658154,,
13661,-0.29267025,0.14034116,0.031997442,,
13680,1.6318674,-0.14576483,0.47393346,,
13700,2.7972622,-0.32342482,0.67589474,,
13720,0.7870569,-0.16524911,0.43828773,,
13740,-1.7614536,-0.5336274,-0.4057753,,
13760,-1.8438253,0.21281648,0.065806866,,
13781,1.0324125,0.36129975,0.5821705,,
13800,2.74726,0.2703371,0.6286831,,
13821,1.6372585,-0.40689552,0.25931478,,
13840,-0.05083847,1.1975452,1.3777444,,
13861,-1.0819645,0.4299519,-0.4515028,,
13880,0.9373598,1.7690523,0.38626337,,
13900,0.53704166,2.0636983,0.749001,,
13921,-1.2275038,0.2282815,-0.3641472,,
13940,-1.6400452,-0.6772609,-1.255111,,
13961,-1.2734594,-1.6028457,-1.7083223,,
13980,0.38196468,-2.7726073,-0.8304353,,
14000,0.74213505,-2.947314,-0.25094795,,
14021,-1.2339964,-2.6216538,-0.321743,,
14040,-2.836319,-2.6947157,-1.5023861,,
14061,-0.9316015,-1.9637102,0.5274286,,
14080,0.58257294,-1.7366233,0.56710315,,
14100,1.3510685,0.3026836,0.8673563,,
14121,0.22472668,1.1700699,0.16467524,,
14140,-0.10646248,1.4089344,-0.114016294,,
14160,0.83594894,1.5333095,0.12572718,,
14181,1.5777712,1.3949939,0.39101005,,
14201,0.43468952,0.87444854,0.6202555,,
14220,-0.24266338,0.542874,0.17943835,,
14241,0.03739071,0.285231,0.29491234,,
14260,1.5123911,0.007569194,-0.044697285,,
14281,1.224802,0.30420458,-0.19934249,,
14300,0.19419765,-0.8056742,-0.2577877,,
14321,-1.412055,-0.9909216,-0.14936161,,
14340,-1.323596,-0.83331025,-0.090201855,,
14361,-0.23138714,0.07375932,-0.32249188,,
14380,0.930562,-0.024129987,0.2650001,,
14401,0.6382599,-0.45651233,0.089132786,,
14420,0.028920174,-0.5070218,0.5248511,,
14441,-0.055286407,0.047321558,-0.15927625,,
14460,-0.69872093,0.8957571,-0.8071983,,
14481,-1.0624542,-0.0049750805,-1.164007,,
14500,-1.2002573,-0.63998675,-0.3808205,,
14521,1.2118416,-1.157146,0.8131716,,
14540,1.8314133,-0.5275408,0.3724103,,
14560,0.4112854,0.39635634,0.100542545,,
14581,-1.6132889,0.5269046,-0.90299964,,
14600,-1.3810558,0.48144412,-0.31410623,,
14621,1.4553003,-0.2590413,0.032068014,,
14640,2.6844816,0.16974938,0.41299176,,
14660,0.96014214,0.17791843,-0.1450417,,
14681,-1.2956448,-0.53593814,-0.65603495,,
14700,-1.7481089,-0.50093853,-0.28414965,,
14720,0.26290226,-0.030184627,-0.50886726,,
14741,1.5826597,0.17383337,-0.061619043,,
14760,0.837368,-1.2586037,-0.5306506,,
14781,-0.41380978,-1.1311119,-0.18070889,,
14800,0.13437653,-0.058033228,-0.36519837,,
14820,0.042551994,0.91729367,-0.7061231,,
14841,-0.0600338,0.37192583,-0.73650265,,
14860,-0.64531803,-0.5049721,0.3948772,,
14880,0.21971512,-0.771232,0.79855967,,
14901,1.1068268,0.49607265,0.30738473,,
14920,0.13738728,1.6475767,-0.5863955,,
14941,-1.5984983,0.3763789,-0.93196607,,
14960,-1.5797977,-0.88822055,-0.6075189,,
14980,0.75688267,-1.2968985,-0.36294723,,
15001,1.7030277,0.1336242,-0.19330955,,
15020,1.0421515,0.4467857,-0.38405633,,
15041,-0.50656986,0.59192336,0.061158895,,
15060,-1.6706362,-0.10629034,0.58969855,,
15081,0.8454704,0.08043504,0.42685008,,
15101,1.3236923,0.9655359,0.6665852,,
15121,-0.041178703,1.9235411,0.68738866,,
15140,-0.30092335,0.8362975,-0.52056575,,
15161,-1.6027584,0.59845066,0.07302642,,
15180,-1.9833469,0.96733236,-0.9102335,,
15201,-0.9614725,-0.07114601,-2.8113692,,
15220,-0.90914726,-0.9073193,-1.4832368,,
15241,0.3200159,-2.5115323,-0.53118896,,
15260,0.7021904,-2.3286383,-0.4225614,,
15280,0.20865822,-2.5654218,-0.2666819,,
15300,-0.5509434,-2.5408542,-0.6325922,,
15321,-1.2867622,-1.7087092,-1.4228995,,
15340,-0.88607407,-0.03191209,-1.2835035,,
15360,-0.23225307,-1.1144631,-0.82974124,,
15381,-0.20226192,1.0999124,-0.91364264,,
15400,0.18749046,1.418464,0.05869007,,
15421,0.2537737,0.3793348,0.7949934,,
15440,-0.14021301,0.649258,1.1980519,,
15460,-1.3348637,1.6141665,-0.019599915,,
15481,-1.0229607,1.6196319,1.1487985,,
15500,0.85262585,0.6387751,1.5458853,,
15520,1.7189198,1.9392424,0.490283,,
15541,1.2369022,2.6527388,-0.8524945,,
15560,0.13025188,2.7244596,-0.2951212,,
15581,0.7468338,0.90765846,1.4895117,,
15600,1.9485626,1.377218,0.5807204,,
15620,1.5137501,0.919662,0.62960696,,
15641,3.1088552,0.47021878,0.7905431,,
15660,1.0130835,1.0599601,0.5806644,,
15681,-0.08113384,-0.28846604,-0.06769276,,
15700,0.083657265,-0.21261823,-0.01761651,,
15720,1.2340527,-0.8448117,0.5542283,,
15741,0.90580845,-0.14000815,0.41716146,,
15760,1.696765,-0.97164464,0.62102175,,
15780,1.746314,-0.16818005,1.0769954,,
15801,-0.3274021,0.7242669,-0.03201604,,
15820,-0.83434486,-0.8033089,-0.2907765,,
15841,-0.38139057,-0.396573,0.46552777,,
15860,0.90718174,-0.54078656,0.6444037,,
15881,1.6733255,-0.110824764,0.46717167,,
15900,0.30353546,1.0543749,-0.15946102,,
15921,-2.1603832,0.84562886,-0.25825143,,
15940,-2.6806936,-0.7217315,0.13509965,,
15961,-0.86037636,-0.60581297,0.9001591,,
15980,0.16374302,-1.4358621,0.3190949,,
16001,-1.2009878,0.16388226,-0.5017748,,
16020,-1.4822397,-1.2070704,-0.47115803,,
16040,-0.7337446,0.1313734,-0.5636668,,
16061,-0.99589825,-0.88373315,-1.0400987,,
16080,-2.560151,-1.2235843,-1.057241,,
16100,-1.5633593,-1.9759452,-0.22911549,,
16120,-1.2613125,-0.33249247,-0.15248561,,
16141,-0.3569088,-1.0780362,-0.55209017,,
16160,-1.0416269,-1.0260767,-0.26162314,,
16180,-0.5121336,-0.98049474,0.38218617,,
16201,-1.1201982,-0.36148405,-0.13197994,,
16220,-1.7943506,0.13127267,-0.55856323,,
16240,-3.3995733,0.5134715,-1.6966655,,
16261,-4.2113276,0.06638408,-1.0472167,,
16280,-3.99121,-0.85955644,-0.110136986,,
16300,-0.4237051,-2.167245,1.116977,,
16321,2.3083296,-0.5135721,0.7393708,,
16340,1.1168623,1.9616511,-0.39301562,,
16360,-1.5351477,1.7960693,-0.6444254,,
16381,-1.0175667,1.4264551,0.768327,,
16400,1.7902927,1.1655977,0.92287135,,
16420,1.6047392,2.2812443,0.22226334,,
16441,0.93743896,0.97887516,-0.46120882,,
16460,0.29437065,-0.11116457,0.71567917,,
16480,0.30508804,0.13114548,1.0768414,,
16501,1.665782,-0.73861027,0.34480047,,
16520,1.7447586,-0.92586815,0.6938753,,
16541,1.7606297,-1.0452971,0.13823342,,
16560,2.0556822,-0.931288,-0.14676118,,
16581,2.8737822,-2.0475016,0.051018715,,
16600,2.3726397,-1.6889768,-0.033881426,,
16621,2.12996,-2.048694,-0.30835652,,
16640,2.6794672,-3.1727793,-0.11991143,,
16661,2.2104092,-2.1647456,-0.115505934,,
16681,3.331007,-2.201963,-0.2667551,,
16700,1.6904707,-0.7612481,-0.9219196,,
16721,-0.31602,0.1427896,-1.3520269,,
16740,-1.6689625,0.089830756,-1.1040852,,
16761,-1.8536005,-0.014039099,-0.5069516,,
16780,-0.6657715,-0.8484778,-0.4874997,,
16801,0.1505394,-1.0421085,-0.34644842,,
16820,0.624588,-0.3080538,-0.663795,,
16840,0.19402122,0.30132955,-0.7499893,,
16861,-1.2177525,0.94403225,-0.9812913,,
16880,-2.045083,0.7762374,-1.1881137,,
16900,-2.0184984,0.20876747,-1.0772297,,
16920,-1.215806,-0.30491936,-0.9640963,,
16940,-0.040872574,-0.06362164,-0.514863,,
16961,0.97346115,-0.095249355,-0.0042049885,,
16980,0.23479366,-0.07726985,-0.02383995,,
17000,-1.1989937,0.31414884,-0.20134878,,
17021,-0.98969364,0.41077816,-0.27692032,,
17040,-0.24667263,0.6201843,-0.5908735,,
17060,1.3193483,0.07395136,-0.1874044,,
17081,1.6693821,-0.16429782,0.008463383,,
17100,1.1372967,-0.22700894,0.3507645,,
17120,0.050852776,0.15875679,0.09253073,,
17141,-0.47137737,0.55459917,0.14036012,,
17160,0.49148178,-0.16218412,0.2540555,,
17180,1.0854111,-0.24900758,0.20538187,,
17201,1.1829901,0.34677875,-0.14068604,,
17220,-0.44172478,0.28379893,-0.7488079,,
17240,-1.4109764,0.055027246,-0.54238296,,
17261,-1.1764622,-0.40583408,-0.17409301,,
17280,-0.041955948,-0.21531248,0.34821653,,
17300,1.8526621,-0.08214402,0.50229263,,
17321,1.396862,0.6158143,0.28914356,,
17340,-0.31442547,0.35436976,0.21291542,,
17360,-1.4609385,-0.054734707,-0.006441593,,
17381,-1.1618099,0.16418791,-0.06687021,,
17400,-0.31797314,-0.39681458,-0.2994318,,
17421,-0.078266144,0.3449732,-0.1319704,,
17440,0.6489668,0.046406746,-0.09015012,,
17461,0.21365452,-0.10800922,0.2744913,,
17480,-0.43232155,0.19045484,0.46896243,,
17500,-0.22958374,0.87920606,0.30770254,,
17521,0.051707268,1.0825418,0.34232926,,
17540,0.7146616,0.84628665,0.43155432,,
17561,1.0799398,0.65055346,0.5030968,,
17580,0.44036102,0.3809576,0.35803127,,
17601,0.011335373,-0.02234292,0.33511186,,
17620,-0.455163,0.11736691,0.5031278,,
17640,-0.07592964,-0.15799952,0.39804077,,
17660,0.6805515,0.033230662,0.40221715,,
17680,1.013443,-0.05833316,-0.03199649,,
17701,0.028409004,0.06040007,-0.3785181,,
17720,-1.0539103,-0.24499935,-0.5929539,,
17740,-1.6710148,-0.18183804,-0.5696776,,
17761,-0.31590462,-0.3359636,-0.0004005432,,
17780,0.2944479,0.0467214,0.13083577,,
17800,0.90408707,0.35936147,0.44340372,,
17821,0.4994564,0.8018495,0.49406576,,
17840,0.15557575,0.52060324,-0.028499126,,
17860,-0.6352558,0.1136983,-0.17034054,,
17881,-1.2639141,-0.034410894,-0.35231876,,
17900,-0.7557812,-0.13642454,-0.27191854,,
17920,0.47336864,0.5887399,-0.105437994,,
17941,0.86741734,0.100360274,-0.21974707,,
17960,-0.6021881,-0.3717618,-0.05083227,,
17980,-1.097373,-0.39994502,-0.13912463,,
18001,-1.0002184,0.41237646,-0.13064313,,
18020,-0.11392021,0.9855046,0.05550027,,
18040,0.8615103,0.9178457,0.27979636,,
18060,1.044116,0.24138129,0.35922146,,
18081,0.9527149,-0.08066559,0.19808769,,
18100,-0.19023514,0.51460123,-0.1648295,,
18121,-1.1811285,0.08849931,-0.65487313,,
18140,-1.4413815,-0.08057469,-0.3600664,,
18160,-0.06776333,-0.7253043,-0.015706778,,
18180,0.7763281,-0.50909686,0.025384188,,
18200,1.0510273,-0.18362415,-0.1413467,,
18220,-0.08952618,0.5292427,-0.46622562,,
18241,-1.0155973,-0.05071777,-0.34919786,,
18260,-0.56395245,-0.3113281,-0.097807884,,
18281,0.97376823,-0.05241847,0.12985873,,
18300,0.8201933,0.7380589,-0.06719446,,
18321,-0.1214962,0.49840915,-0.24449253,,
18340,-0.6183615,0.46307528,-0.2966752,,
18361,0.09914303,0.2616197,0.2586217,,
18381,0.67075825,0.5917248,0.6309159,,
18400,0.89685154,0.39037395,0.5077052,,
18421,-0.2613182,0.12832123,0.006861925,,
18440,-0.7318945,-0.22947544,-0.23050499,,
18460,-0.06767273,-0.099035144,-0.43965292,,
18481,0.2403698,0.03839892,-0.7481475,,
18500,-0.30967522,-0.24223733,-0.723871,,
18521,-0.87685966,-0.34817576,-0.48419333,,
18540,-0.11593819,-0.2775153,0.041359663,,
18560,0.51612854,0.35002476,0.022164345,,
18581,0.07339573,0.90833485,0.40993524,,
18600,0.108766556,1.1491859,0.46879673,,
18620,0.79183006,0.8280148,0.30928397,,
18641,0.76923656,0.23002273,0.20940208,,
18660,-0.009366035,-0.03962612,-0.27649164,,
18680,-0.23567963,-0.17016017,-0.43429637,,
18701,-0.40371227,0.035620213,-0.20955825,,
18720,-0.57205963,-0.76252294,-0.7035098,,
18740,-1.1266489,-1.0698063,-0.068086624,,
18760,-0.034108162,-0.6391721,-0.08879995,,
18780,0.44563007,-0.383224,0.05085373,,
18801,-0.6598549,0.06165427,0.34354472,,
18820,0.3150034,0.28834993,0.12531304,,
18840,1.5414152,0.193932,0.66900945,,
18861,0.10243416,1.4183954,0.23089528,,
18880,1.046812,1.1249537,-0.4171307,,
18900,0.27041245,0.9105245,-0.21603489,,
18921,-1.0043383,0.095406055,0.23926115,,
18940,-0.8840561,-0.45569438,0.046735287,,
18960,-0.7585745,0.12509704,0.37559772,,
18981,-1.153038,-0.0971362,0.019628048,,
19000,-0.8528662,-1.1958712,0.114920855,,
19021,1.9415503,-1.5456764,0.47995424,,
19040,2.6554575,1.4747188,-0.2681787,,
19061,-0.66632175,1.2971629,-1.1710665,,
19080,-3.8315792,0.36368012,-1.070795,,
19101,-2.509409,-0.76665306,-0.123750925,,
19121,0.564394,-1.2391621,0.75451016,,
19140,2.5018597,-0.41378558,1.1888633,,
19161,2.0481024,0.96483076,1.1992495,,
19180,0.15713978,1.5228412,0.31528854,,
19201,-0.9031,0.04564929,-0.75216913,,
19220,-0.46881962,-1.1163784,-0.5578618,,
19241,-0.66973495,0.53767514,-0.5039418,,
19260,-0.320714,0.40063977,-0.90969896,,
19280,-0.3025341,-0.40959418,-0.37564206,,
19301,-0.23035431,-1.1217623,0.7846992,,
19320,0.9184656,-0.43740642,0.6079042,,
19340,1.2284698,1.4467154,0.185714,,
19361,-0.17977142,1.3581501,-0.6038339,,
19380,-1.4128284,0.19298142,-0.06101203,,
19400,-0.38362885,-1.2253993,-0.2721665,,
19421,1.0762205,-0.51311666,-0.06887174,,
19440,0.5614605,0.44112593,-0.69526625,,
19460,-0.9813156,-0.03859651,-0.84664464,,
19481,-1.924634,-0.6794874,-0.18838453,,
19500,-0.36410618,-0.24279445,0.41412067,,
19520,2.7746782,0.62382305,0.36219501,,
19541,1.7749338,1.031209,-0.29163218,,
19560,-0.43486118,0.055446148,-0.17668366,,
19580,-0.0051822662,-0.20425618,0.088055134,,
19601,0.67017746,0.5455756,-0.28714585,,
19620,0.14569473,0.29414165,-0.89157605,,
19640,-0.8583069,-0.6918973,-0.067159414,,
19661,-0.9027195,-1.1672747,-0.030027628,,
19680,-0.08103371,-0.6176137,-0.17813802,,
19700,0.5934019,0.18937391,-0.48536468,,
19721,-0.059303284,0.31452012,-0.4887395,,
19740,-0.637537,-0.58527124,-0.39269805,,
19760,-0.06502628,-0.4618793,0.22729826,,
19781,1.4243155,0.5917458,-0.13582253,,
19800,0.48312855,1.8953899,-1.1901538,,
19820,-1.3243694,0.5638288,-0.9641142,,
19840,-0.9665518,-0.22090858,-0.14868402,,
19860,1.2903938,-0.1472851,0.13052869,,
19881,1.1390171,0.65361917,-0.7610769,,
19900,-1.2514324,0.18606204,-0.7253947,,
19921,-2.215581,0.010349274,-0.39248633,,
19941,0.24444962,-0.26854306,-0.108886,,
19960,2.435279,0.012597263,-0.18109488,,
19981,1.1354837,0.18839753,-0.7848265,,
20000,-0.83319855,0.07890147,-0.87871647,,
20021,-0.7184515,-0.06242448,-0.5800996,,
20040,-0.4366436,-0.56835264,-0.71430254,,
20061,0.14277458,-0.8845036,-0.556067,,
20080,0.5027485,-0.05297488,-0.3913889,,
20100,0.35016823,0.092360914,-0.3501351,,
20121,0.068790436,-0.9663363,-0.4761312,,
20140,-0.22066689,-0.2679875,-0.24168396,,
20161,-0.4388342,0.11661762,-0.7873852,,
20180,-0.16836452,0.9078192,-0.86953235,,
20201,1.4469347,0.078739285,-0.11798906,,
20220,1.1324701,0.1280216,0.35467887,,
20240,0.8993149,-0.12253904,-0.21093822,,
20260,0.100619316,0.42785496,-0.17613554,,
20281,-0.91397476,0.7858973,-0.6448343,,
20300,-0.8142624,-0.12075502,-0.73942256,,
20320,-0.7054682,-0.85416204,-0.32046437,,
20340,0.87712955,-1.3465679,-0.18739271,,
20361,0.38628578,0.18390608,-0.7453897,,
20380,-1.6084967,0.45102495,-1.0360167,,
20400,-2.4402971,0.16383898,-0.51171064,,
20421,-0.81755066,-0.5624611,0.22417569,,
20440,2.6041203,-0.27489793,0.8600464,,
20460,4.1722994,0.5701155,0.1316626,,
20481,0.29503536,1.2344708,-0.6287849,,
20500,-2.6008568,0.39333534,-0.9583869,,
20520,-2.5519762,-0.23821914,-0.64080954,,
20541,0.28293705,-0.55511296,-0.16920686,,
20560,2.0345764,0.08519328,-0.32913828,,
20580,0.18881035,-0.22494256,-0.78601646,,
20601,-2.2346554,-0.37280333,-0.10176945,,
20620,-1.0095654,-0.08230138,0.3070662,,
20640,1.1663227,1.0153562,-0.009799242,,
20661,1.2367163,0.56210256,-0.28069186,,
20680,0.16586304,-0.13455868,-0.20121789,,
20701,0.6769352,-0.17865646,0.20873499,,
20720,0.05571556,0.6362494,-0.43793178,,
20741,-0.97366905,0.55690897,-0.71431375,,
20760,-1.0267363,-0.05266106,-0.12368178,,
20781,-0.49970245,-0.596625,0.5676141,,
20800,0.70196533,-1.1917845,0.9750502,,
20821,1.1595364,0.115315676,0.28227186,,
20840,-0.30025196,0.6654047,-0.32025814,,
20861,-2.0954208,0.5802814,-0.6208823,,
20880,-0.7950115,-0.6142322,0.0071792603,,
20900,2.1655025,0.09711349,0.54115415,,
20921,2.2050028,0.51390123,-0.16760445,,
20940,-0.46004772,0.6590185,-0.13914466,,
20961,-1.1290073,0.530002,0.5036578,,
20980,-0.30922318,0.5209669,0.32435894,,
21000,0.95600986,-0.6930953,0.29733658,,
21021,0.42904282,-0.45792425,0.25497437,,
21040,-0.6987648,-0.25362408,-0.37270737,,
21060,-1.9663334,-0.23546624,-0.45889044,,
21080,-1.3056841,-0.5259266,0.073908806,,
21101,0.36268044,-0.22342646,-0.07672477,,
21120,0.41487217,-0.7551261,-0.21334314,,
21140,0.075045586,-1.0012528,0.18441415,,
21160,-0.0124053955,0.178087,0.10773659,,
21181,0.32628727,1.0547717,-0.20321846,,
21200,-0.07725525,-0.09859586,-0.058008194,,
21220,0.39857388,-1.1511068,0.5109527,,
21241,0.8092184,-0.5966556,0.11374903,,
21260,0.20657825,0.12120175,-0.28645968,,
21281,-0.36412144,0.16990054,-0.32852483,,
21300,-0.44930553,-0.28851926,0.28698874,,
21320,-0.16330814,-0.6027229,0.27558422,,
21341,0.6137638,-0.2627492,0.26348042,,
21360,0.7736578,0.77348554,-0.020412207,,
21380,0.33960152,0.88247645,-0.11162996,,
21401,-0.7631378,0.14735317,0.2985611,,
21420,-1.1719694,-0.34060502,0.5417547,,
21440,-0.42181206,0.13173378,0.45341825,,
21461,-0.015333176,0.71138394,0.41953635,,
21480,-0.32138824,0.94325113,0.32656193,,
21500,-0.51338005,0.48553324,0.4342444,,
21521,-0.021882057,-0.2917664,0.53320825,,
21540,0.976635,-0.40320778,0.82597554,,
21561,1.3340263,0.25597823,0.10828459,,
21581,-0.3758669,0.52525806,-0.25111055,,
21600,-1.5146236,-0.42928612,0.13211203,,
21621,-0.14879704,-0.70754755,0.41503847,,
21640,1.7753258,-0.32615578,0.1054765,,
21661,0.38950253,-0.6245798,-0.117180705,,
21680,-1.2458973,-0.80079484,0.4340006,,
21701,-1.4750738,0.052069187,0.6235608,,
21720,0.177104,0.22413433,0.52989566,,
21741,1.2422819,0.2393099,0.6473546,,
21760,1.3456631,-0.2828486,0.6577828,,
21780,0.3747158,-0.23430002,0.64116883,,
21801,-0.57436466,-0.30452764,0.46081161,,
21820,-0.5676613,0.3172295,0.531533,,
21840,0.19172287,0.26993346,0.17867863,,
21860,-0.22547817,-1.1976802,0.26251793,,
21881,-0.0046043396,-1.4009802,0.50138927,,
21900,0.3604908,-0.72182345,0.42225575,,
21920,-0.5040703,0.34589946,-0.51929164,,
21940,-1.1993952,-0.23252869,-0.3559165,,
21961,-1.1121387,-0.3057667,0.26927686,,
21980,0.50695515,-0.59195685,0.5921271,,
22000,1.3966827,0.0011842251,0.6186664,,
22020,0.66633415,0.77999127,0.41497397,,
22041,-0.8519707,0.46685946,0.37227297,,
22060,-1.0155792,-0.20964849,0.6612425,,
22080,0.499794,-0.6664072,0.43331575,,
22101,1.0953169,0.19041765,0.123886585,,
22120,-0.12629795,-0.02149129,-0.16735148,,
22140,-1.400219,-0.106030345,-0.118172884,,
22161,-0.99924374,-0.59873915,0.09863472,,
22180,-0.08388138,-0.7030815,0.117981195,,
22200,0.6257801,-0.79325426,0.06537819,,
22221,0.48496056,0.13960636,0.02731204,,
22240,0.26544,0.47970974,0.085151434,,
22261,0.17692089,0.54059756,0.006851673,,
22280,0.21134758,0.040563107,0.40242958,,
22301,0.6021452,0.121655226,0.74403167,,
22320,1.1716175,0.28964996,0.63514376,,
22341,0.44675255,0.08889043,0.39121962,,
22360,-0.58505535,0.09613502,0.29963374,,
22381,-0.029239655,-0.051459312,0.19809985,,
22400,0.66627216,0.18549347,-0.13210297,,
22421,-0.49152088,-0.45365906,-0.13189602,,
22440,-1.9235668,-0.46093214,-0.29259992,,
22461,-1.2305231,-0.50121415,0.20419097,,
22480,0.22537994,-0.0373137,0.18800521,,
22501,1.2706146,-0.040613294,0.09867072,,
22520,0.48657703,-0.10894227,-0.103146076,,
22540,0.36489487,0.38659644,0.0031125546,,
22561,0.44210243,0.5274527,-0.11507058,,
22580,-0.024108887,-0.57824576,0.11415768,,
22600,0.42634392,-0.64725304,0.25484514,,
22620,0.3165245,-0.21080768,-0.04100585,,
22641,-0.12936878,-0.55470467,-0.24851942,,
22660,0.007774353,-0.68915915,-0.17062259,,
22680,-0.77909184,-0.47903216,-0.5537288,,
22700,-1.1029358,-0.67243683,-0.39694595,,
22721,-0.27405834,-0.6531929,-0.25826454,,
22740,-0.3775139,-0.09981358,-0.22803712,,
22760,-0.4934845,-0.23802161,0.05920911,,
22781,0.19923592,0.36077797,0.23295093,,
22800,1.1593895,0.71814,0.51228213,,
22820,0.67702866,0.6004096,-0.017842531,,
22841,0.020428658,-0.22462404,0.3984642,,
22860,-0.008282661,0.17304146,-0.050844908,,
22880,-0.15437508,0.4833145,-0.5928633,,
22901,-0.54566956,-0.39096022,-0.5047679,,
22920,-1.159874,-0.8392061,-0.050230026,,
22940,-1.0572901,-0.6784818,-0.23052979,,
