Milliseconds,X,Y,Z,ground truth
20762,0.061656,0.0059162583,0.06262531,no
20781,0.1692477,0.035743665,0.075941116,no
20801,0.032893855,0.026688915,3.07E-04,no
20822,0.0025338195,-0.011660605,0.022677891,no
20841,-0.12263475,-0.09901229,0.05836425,no
20861,-0.12529792,-0.00793218,-0.005018985,no
20881,0.16179085,0.04426578,-0.010877939,no
20902,0.07390654,0.071962655,-0.05402115,no
20921,0.025969638,0.083147936,0.004568395,no
20942,0.049938086,-0.07291331,0.021079995,no
20961,0.036622282,-0.077174366,-0.009280043,no
20981,0.009458038,0.02775418,-0.017802158,no
21001,0.17776982,0.05651632,-0.035379022,no
21022,-0.028891481,0.021362592,-0.038042184,no
21041,-0.18601799,0.04160262,-0.0034210882,no
21061,-0.13701582,-0.08143543,0.050374765,no
21082,-0.115710534,-0.059064873,0.057298984,no
21101,0.046209663,0.040537354,0.061560042,no
21122,0.15113822,-0.009530076,0.0077641886,no
21141,0.08668971,0.02082996,0.006166292,no
21161,-0.03048938,0.022427857,0.03173264,no
21181,-0.012912516,0.005383626,0.022677891,no
21202,-0.04273992,0.058114216,0.010959982,no
21221,-0.084817864,0.046396308,0.0029704985,no
21241,0.024904372,0.093800575,0.0056336597,no
21262,-0.031022012,0.074093185,-0.019932687,no
21281,-0.07842628,0.057048954,0.022145258,no
21301,-0.07469785,0.08634373,0.045581076,no
21321,-0.052859932,-0.060130138,0.07860428,no
21342,0.061123364,-0.028704837,0.08020218,no
21362,-0.0017272384,0.083147936,0.04451581,no
21381,0.08562445,0.04905947,0.07061479,no
21402,0.0025338195,0.03414577,0.022677891,no
21421,-0.11411264,0.12203009,0.004035763,no
21441,-0.043805186,0.10338796,0.016818937,no
21462,-0.10931895,0.030949973,-0.050825357,no
21482,-0.17430007,0.0991269,-0.02046532,no
21501,-0.11624317,0.05225526,-0.0076821465,no
21521,-0.04220729,-0.011660605,0.067419,no
21541,0.037154913,0.0346784,-7.58E-04,no
21562,-0.005988296,0.10179006,0.022677891,no
21581,0.0025338195,0.06344054,0.07860428,no
21601,-0.034217805,-0.008464812,0.07540849,no
21622,-0.12742844,0.1321501,-0.008214778,no
21641,-0.003325135,0.16783646,0.04132002,no
21661,0.01691489,0.10764901,0.032265272,no
21682,-0.03048938,0.079952136,-0.028454803,no
21701,0.106929734,0.104985856,0.0024378663,no
21721,0.1857593,0.019232064,0.011492614,no
21742,0.03342649,0.060777377,-0.028454803,no
21761,0.04834019,0.07036476,-0.0300527,no
21781,-0.11198211,-0.012193237,-0.0012905592,no
21802,-0.0704368,0.022960491,0.022677891,no
21821,0.095211826,0.06557107,-0.007149514,no
21841,0.17457403,0.09326795,-0.038574815,no
21862,0.18842247,0.13800906,-0.01567163,no
21881,0.11758238,0.0037857294,-0.06094537,no
21901,0.08083075,0.022427857,-0.09396856,no
21922,0.001468555,0.0011225683,-0.038574815,no
21941,0.02916543,-0.064391196,-0.05455378,no
21962,0.053133883,-0.00793218,-0.108349636,no
21981,0.035557017,0.028286811,-0.10462121,no
22003,0.17617193,-0.023378514,-0.09609909,no
22021,0.19481406,0.06557107,-0.16161285,no
22041,0.0020011873,0.12096482,-0.18611394,no
22061,-0.08162207,0.07569108,-0.16374339,no
22081,-0.060316782,0.02562365,-0.12326334,no
22102,-0.05019677,5.90E-04,-0.084381185,no
22121,0.020643314,0.047461573,-0.05455378,no
22141,0.08242866,0.0645058,-0.066271685,no
22161,0.02437174,0.019232064,-0.07905486,no
22181,-0.005988296,0.029352076,-0.08970751,no
22201,-0.1183737,0.06557107,-0.017802158,no
22222,-0.1588546,0.0373395,0.010958045,no
22241,-0.15193039,-0.037761644,3.05E-04,no
22261,-0.0054565263,-0.0052710767,0.0024359291,no
22282,0.028631935,0.0064468323,-0.012477773,no
22301,0.1420826,0.041067924,-0.043370444,no
22321,0.22197743,0.017099475,-0.015673567,no
22342,0.071775146,-0.05640377,-0.018869359,no
22361,-0.062448174,-0.06439325,-0.013010405,no
22381,0.0014676924,-0.09102486,-0.05029466,no
22402,-0.014511274,-0.04575113,-0.07799153,no
22421,-0.012913378,0.026686857,-0.1104821,no
22442,0.0744383,-4.77E-04,-0.07319784,no
22461,0.083493054,-0.01805425,-0.09130734,no
22482,0.04833933,-0.035098482,-0.080654696,no
22502,0.06911198,-0.107536465,-0.1104821,no
22521,0.13622364,-0.09901435,-0.067871526,no
22541,0.10799414,0.013903684,-0.10515578,no
22562,0.002532957,-0.1048733,-0.090774715,no
22581,-0.02995761,-0.10380804,-0.11900422,no
22602,-0.034751296,5.52E-05,-0.1088842,no
22621,-0.010250216,-0.07291537,-0.060414676,no
22641,-0.019837597,0.010175258,-0.08118734,no
22661,-0.03528393,-0.07078484,-0.039642017,no
22681,0.07710147,-0.17944181,-0.0012924965,no
22701,0.012652969,-0.056936402,-0.007151451,no
22721,0.04407827,-0.027641632,-0.054555718,no
22742,0.02224035,-0.12085227,-0.02845674,no
22761,-0.09280822,-0.13896176,-0.03484833,no
22781,-0.12370089,-0.03989217,-0.08651365,no
22801,-0.1636483,-0.019652147,-0.08757892,no
22821,-0.13967985,-0.07983959,-0.048164133,no
22842,-0.09600401,-0.08410064,-0.04550097,no
22861,-0.0842861,-0.016988987,-0.090774715,no
22881,-0.07469872,-0.0020752833,-0.032717798,no
22902,-0.12955984,-0.15174493,0.029600173,no
22921,-0.13808195,-0.11019962,0.019480161,no
22941,-0.18974727,-0.054805875,0.06688443,no
22961,-0.18069254,-0.068654306,0.135594,no
22982,-0.102395594,-0.16293022,0.11375606,no
23002,-0.0022607332,-0.050544817,0.094581306,no
23021,0.03875195,0.0852764,0.095646575,no
23042,0.019577188,-0.04575113,0.12494135,no
23061,0.15912683,-0.13203755,0.057297047,no
23082,0.04407827,-0.13150491,0.03386123,no
23101,0.011055073,-0.028706895,0.019480161,no
23121,-0.025163919,-0.021782678,-0.04550097,no
23141,-0.051262897,-0.11925437,0.008827516,no
23162,-0.06724187,-0.07398063,0.011490677,no
23181,-0.04274078,-0.09688382,-0.023130417,no
23201,0.08775411,-0.011662663,-0.0162062,no
23222,-0.0059891585,0.007512097,0.007229619,no
23241,0.046741433,0.032013178,0.058362313,no
23261,0.0057287505,0.019762637,0.07434128,no
23281,-0.13382089,-0.113395415,0.11109291,no
23302,-0.021435494,-0.10966699,0.07593918,no
23321,0.0057287505,0.08314588,-0.012477773,no
23342,-0.044338677,0.09699431,0.05569915,no
23361,-0.0661766,-0.015923722,0.05250336,no
23382,-0.15565881,0.0037836712,8.38E-04,no
23402,-0.04274078,0.04160056,0.07061285,no
23421,0.07230778,-0.03989217,0.06901495,no
23441,0.1436805,0.03520897,-7.60E-04,no
23461,0.04887196,0.054383732,0.053568624,no
23482,-0.18388833,-0.0031405478,0.09085289,no
23501,-0.20785677,-0.022315308,0.10896237,no
23521,-0.030490242,-0.06386062,0.11056027,no
23542,0.015848761,0.07995008,0.11908239,no
23561,-0.036349196,0.09220062,0.10416868,no
23582,0.11598362,0.08421114,0.10150552,no
23601,0.13995206,5.88E-04,0.1158866,no
23621,0.060057238,-0.02018478,0.09990762,no
23642,0.12663627,0.05651426,0.026404379,no
23661,0.01744666,0.012838419,-0.013010405,no
23681,-0.119439825,0.0011205099,0.0050990903,no
23702,-0.13009247,0.090602726,0.0061643547,no
23721,-0.04274078,-0.0068689734,0.024806483,no
23741,0.15433314,0.09912484,0.059427578,no
23761,0.18043213,0.008044729,0.039187554,no
23782,0.06218777,0.13427857,0.015751734,no
23802,-0.009184953,-0.030837424,0.08233076,no
23821,-0.008119687,-0.096351184,0.11854975,no
23842,-0.04327341,-0.012195296,0.05303599,no
23862,0.16498579,0.04479635,0.07061285,no
23882,0.18629107,-0.012727928,0.02906754,no
23902,0.08509095,0.12362593,-0.015140934,no
23922,0.04887196,0.07995008,3.05E-04,no
23941,-0.037414458,-0.044153232,0.024806483,no
23961,0.04407827,0.005381568,0.025339115,no
23982,0.122375205,0.021360533,-0.05988204,no
24001,0.058991976,-0.008999502,-0.02153252,no
24021,0.093613066,0.03680687,3.05E-04,no
24042,0.1271689,0.03520897,0.014686471,no
24061,-0.021435494,-0.06652378,-0.014608301,no
24082,-0.081622936,0.03467634,-0.0076840837,no
24101,0.020642452,0.1198975,-0.010347244,no
24121,-0.058719747,0.10817959,-0.010347244,no
24141,-0.111450344,0.08208061,0.042383347,no
24162,-0.036349196,-0.040424805,0.033328597,no
24181,0.10373308,0.0059142,0.0050990903,no
24202,0.18203002,-0.0026079156,0.054101255,no
24221,0.20226902,0.06663183,0.03705472,no
24241,-0.052861817,0.049587596,0.04184841,no
24262,-0.22809783,-0.1123326,0.09031795,no
24281,-0.13861561,-0.056938846,0.019477861,no
24301,-0.12263664,0.11137294,-0.048699066,no
24322,0.09254678,0.1172319,0.03705472,no
24341,0.15379947,0.06663183,0.035989456,no
24362,0.04034882,0.0479897,-0.050296962,no
24381,0.16818056,0.10444872,-0.024730615,no
24401,0.12077629,-0.07504834,-0.01887166,no
24422,0.044077247,0.02615178,-0.029524306,no
24441,-0.115179785,0.1603751,-0.028991673,no
24462,-0.0310239,-0.059069376,0.020543125,no
24481,-0.016642828,0.038402323,0.013618905,no
24501,-0.09973346,0.1486572,-0.0018274292,no
24522,0.15699527,0.052783392,0.06954529,no
24542,0.2528691,-4.80E-04,0.047707368,no
24561,0.15166895,-0.09049468,-0.016741132,no
24582,0.23209642,0.03573916,-0.057753816,no
24601,0.013717209,0.0479897,-0.062014874,no
24622,-0.03688285,-0.021785121,-0.06467803,no
24641,-0.039546013,-0.013795637,-0.08491805,no
24662,-0.0773629,0.027217045,-0.055090655,no
24681,0.041414086,0.01922756,-0.07266752,no
24701,0.12130892,0.07302342,-0.07852647,no
24722,0.17297424,0.05757708,-0.08811385,no
24741,0.040881455,0.04106548,-0.012480074,no
24761,-0.019838622,-0.020719856,-0.008219016,no
24782,0.02330459,-0.1123326,-0.008751648,no
24801,0.048338305,0.07355605,3.03E-04,no
24821,0.03289197,0.048522335,-0.0028926935,no
24842,0.14900579,0.09432871,-0.007686384,no
24861,-0.13968088,0.052783392,-0.04017695,no
24881,-0.088548176,0.0021833302,0.005629422,no
24902,0.17936583,-0.08303782,-0.006088487,no
24921,0.06538254,0.013901239,-0.08012436,no
24941,0.03289197,0.15930983,-0.07692857,no
24961,0.02863091,-0.06333043,-0.019404292,no
24982,0.019043531,-0.06652623,-0.06467803,no
25001,-0.045404967,0.0032485947,-0.06947172,no
25022,0.12823313,-0.061732538,-0.027926408,no
25041,0.13941841,0.0069770203,-0.11687599,no
25061,0.044077247,0.04000022,-0.13977918,no
25081,-0.049666025,0.04266338,-0.056155916,no
25101,-0.27177367,-0.020187223,-0.017806396,no
25122,-0.016110195,-0.11179996,-0.068406455,no
25141,0.07923097,0.009107549,-0.07639594,no
25162,0.07923097,0.044261277,-0.06734119,no
25181,0.15273422,-0.11552839,-0.06521066,no
25201,0.0813615,-0.05107989,-0.048166435,no
25222,-0.11624505,0.055446554,-0.10302755,no
25241,-0.21478203,-0.084103085,-0.041774847,no
25261,-0.21584728,-0.029774604,-0.07160225,no
25282,-0.26697996,0.0048464914,-0.027393775,no
25301,-0.017708093,-0.14855158,0.05889264,no
25321,0.19481216,-0.10327785,-0.03964432,no
25342,0.1889532,0.067164466,-0.07213488,no
25361,0.20812796,0.052783392,-0.031122202,no
25382,-0.17376934,-0.097951524,0.015216802,no
25401,-0.18335672,-0.10061469,0.013086273,no
25422,-0.003859654,0.0011180657,0.016282067,no
25441,-0.018773356,-0.013795637,0.007759951,no
25461,0.21238902,0.10604662,-0.05349276,no
25482,0.12077629,0.18221302,-0.0939728,no
25501,0.0025319327,0.08154553,0.06315371,no
25522,0.053131998,-0.20288007,0.11002534,no
25541,0.14740789,-0.17678109,0.06421897,no
25562,0.2416838,0.012835974,0.011488376,no
25581,0.192149,0.043728642,-0.0955707,no
25601,0.005195094,0.06396867,-0.12273494,no
25621,-0.30266634,0.16463616,-0.09344017,no
25642,-0.35912535,0.07675184,-0.044970643,no
25662,-0.09866819,-0.053210422,-0.03538326,no
25681,0.02330459,-0.027111443,-0.0018274292,no
25701,0.20759533,0.14492877,0.047707368,no
25722,0.11012493,-0.036695734,0.046645008,no
25741,0.06964488,0.011241166,0.035459734,no
25762,-0.10399322,0.035209615,0.07487452,no
25781,-0.1929428,0.049058054,0.19631466,no
25802,0.0467417,-0.09581791,0.1819336,no
25821,0.12131021,-0.03083678,0.07753768,no
25842,0.29388306,0.016034856,0.028535513,no
25862,0.48083696,-0.027640987,-0.058283538,no
25882,0.48563066,-0.020184135,-0.13125417,no
25901,0.019577459,0.24293618,-0.16374473,no
25921,-0.16844173,-0.02870625,-0.18931107,no
25942,-0.04700157,-0.05214207,-0.22553006,no
25961,-0.21797653,0.0011211531,-0.18771318,no
25981,0.018512193,0.067700185,-0.12006888,no
26001,0.1111902,-0.039891526,-0.18718055,no
26022,0.08402596,0.080483355,-0.18718055,no
26041,0.1308976,-0.055870496,-0.07532777,no
26062,0.15273552,-0.08729579,0.09298401,no
26081,-0.094405845,0.034144353,0.07647242,no
26101,-0.059784744,-0.070784196,0.08073347,no
26122,0.1575292,-0.003672537,0.0679503,no
26141,0.08083016,-0.008466227,-0.026858239,no
26162,0.22836928,0.089538105,-0.10195938,no
26181,0.30080727,0.024556972,-0.12646046,no
26201,0.19800925,-0.12404742,-0.14563523,no
26222,0.08242806,-0.019651502,-0.18078896,no
26241,-0.083754,0.006978178,-0.18292129,no
26261,-0.10825509,-0.07238402,-0.13977808,no
26281,-0.089080326,-0.028175548,-0.120070696,no
26302,0.072307244,0.03574032,-0.04763271,no
26321,0.1873558,0.0751551,-0.011946352,no
26341,0.1079936,0.10764567,-0.0071526617,no
26362,0.1575284,-0.03083871,0.035457917,no
26381,0.11545045,-0.046817675,0.06635059,no
26401,-0.096004546,0.076753,0.046643194,no
26422,0.009456636,-0.04042609,0.03812108,no
26441,0.08668831,-0.014327111,-0.0705359,no
26461,-0.14127828,0.091666706,-0.093971714,no
26481,-0.108787715,0.09699302,-0.08331907,no
26502,0.02650087,-0.0340345,-0.05988325,no
26521,0.13675573,-0.06812297,-0.023131628,no
26541,0.19321476,-0.05533979,-0.06680747,no
26562,0.13036415,0.016565558,-0.14137599,no
26581,0.030229295,0.05065402,-0.10249383,no
26602,-0.07363399,0.016565558,-0.060948517,no
26621,-0.074166626,-0.014859743,-0.03804533,no
26642,0.03449035,-0.00207657,-0.0114137195,no
26661,0.118113615,-0.060133483,-0.053491667,no
26682,0.09627569,0.07941616,-0.101961195,no
26701,0.030229295,0.08367722,-0.095036976,no
26721,-0.065111876,0.02189188,-0.09556961,no
26741,-0.11304878,0.0011192234,-0.041241124,no
26762,-0.1796278,0.037870847,-0.014076881,no
26781,-0.031556044,-0.06119875,-0.053491667,no
26801,0.10160201,0.060774032,-0.05935062,no
26822,0.22464006,-0.07344929,0.0024347184,no
26841,0.28695804,0.08580775,-0.039110593,no
26862,-0.052328702,-0.0010113055,-0.011946352,no
26881,-0.07629715,-0.12564725,0.0034999829,no
26901,0.03875141,-0.07131876,-0.05988325,no
26921,0.17670316,-0.013794478,-0.044436917,no
26942,0.20812845,0.012304501,-0.080123276,no
26961,0.117048346,-0.12511462,-0.12859282,no
26983,0.266718,-0.12831041,-0.13658229,no
27001,0.14421259,-0.058002952,-0.19570446,no
27021,0.1292989,0.0059129135,-0.09290645,no
27042,0.065383025,-0.021783963,-0.12379912,no
27061,-0.072036095,-0.104341954,-0.15682232,no
27082,0.06964408,-0.019653432,-0.04710008,no
27101,0.20972635,-0.17358415,-0.0076852944,no
27122,0.28749067,0.011239236,-0.13924545,no
27141,0.22091164,0.13001622,-0.07479695,no
27161,0.08668831,-0.0654598,-0.051361136,no
27182,0.11917888,-0.11233144,-0.1136791,no
27201,0.08189462,0.064502455,-0.15895283,no
27221,-0.17696464,0.16197415,-0.25003296,no
27241,-0.19880456,0.12361988,-0.23885216,no
27262,-0.14660661,4.92E-05,-0.12859729,no
27281,-0.14713924,-0.06652983,-0.112085685,no
27302,-0.06191808,0.08420509,-0.046039294,no
27321,0.046738897,-0.051083494,0.0072239283,no
27341,0.21185489,-0.118195154,-0.020472948,no
27362,0.1559285,0.025615545,0.012017619,no
27381,-0.15619399,0.13587041,0.11960933,no
27401,-0.28828678,-0.124586746,0.15476306,no
27421,-0.16950978,-0.20501421,0.13079461,no
27442,0.11491582,-0.09795513,0.056758724,no
27461,0.3524698,0.03839872,0.020539735,no
27481,0.43449515,0.010701844,-0.024201373,no
27501,0.29334763,-0.107542515,-0.04976772,no
27522,0.24434546,-0.016995033,-0.005559245,no
27541,0.17829905,-0.1304457,-0.01887505,no
27561,0.22996438,-0.18903524,-0.10942253,no
27582,0.30666342,-0.013266606,-0.12593412,no
27601,0.10319791,0.07834613,-0.19730684,no
27622,0.11491582,0.013365005,-0.2015679,no
27641,0.19960435,-0.11020567,-0.083323546,no
27661,0.16178745,-0.03084347,-0.1552289,no
27682,0.14367796,0.071421914,-0.22180793,no
27701,0.07337051,0.08580299,-0.1850563,no
27721,0.033423092,-0.058007713,-0.13339098,no
27741,0.0030630555,0.08793352,-0.13019519,no
27762,-0.14021501,0.099651426,-0.112085685,no
27782,-0.034221202,-0.015929768,-0.13605414,no
27802,0.05898944,0.0053755213,-0.09610672,no
27821,0.09787159,0.03839872,-0.12433623,no
27842,0.10426318,0.0021797281,-0.108357266,no
27861,0.05898944,-0.017527666,-0.06414879,no
27882,0.11544845,-0.13151096,-0.046039294,no
27901,0.09254527,0.0064407857,-0.1387173,no
27922,0.14314532,0.064497694,-0.113150954,no
27942,0.22996438,-0.022853987,-0.08705197,no
27961,0.05472838,0.02934397,-0.13232571,no
27981,0.025966242,-0.056942448,-0.11634675,no
28002,0.12716636,0.010169212,-0.10462884,no
28022,0.04567363,0.032539763,-0.11474885,no
28041,0.24114966,-0.008472917,-0.050832987,no
28062,0.24967177,-0.09529197,-0.10516147,no
28081,0.22623596,-0.071856156,-0.08864987,no
28101,0.25925916,0.0016470959,-0.1269994,no
28121,0.12503584,-0.013799238,-0.20263317,no
28141,0.06910945,0.004842889,-0.17227313,no
28162,-0.06511387,-0.11499936,-0.15735942,no
28181,-0.14767186,-0.09262881,-0.14617415,no
28201,-0.083223365,-0.025517149,-0.20103528,no
28221,0.0781642,-0.120325685,-0.22021003,no
28241,0.38868877,0.021354487,-0.24364585,no
28261,0.2981413,0.021354487,-0.30383328,no
28281,0.07922946,-0.027115045,-0.3304649,no
28302,-0.028894877,-0.089433014,-0.20795949,no
28321,-0.12050762,-0.17731734,-0.16268575,no
28341,-0.13755186,-0.1453594,-0.17653419,no
28361,-0.02463382,-0.069725625,-0.19251315,no
28381,-0.011850647,0.020821854,-0.23512374,no
28401,-0.12583394,0.00750605,-0.11261832,no
28422,-0.12902974,-0.07824774,-0.06787721,no
28441,0.023835713,-0.12192358,-0.1056941,no
28462,0.07123998,-0.010603446,-0.08066039,no
28481,-0.051798064,-0.096357234,-0.08492144,no
28502,0.0302273,-0.071856156,-0.10303094,no
28521,0.014248332,-0.0058097555,-0.1520331,no
28542,0.040347308,-0.060670875,-0.143511,no
28561,-0.039547525,0.006973418,-0.07480143,no
28581,-0.1418129,-0.18956788,-0.08172565,no
28601,0.07869683,-0.08890039,-0.11155306,no
28622,-0.06564651,0.099651426,-0.12007517,no
28641,-0.1796298,-0.08890039,-0.07852986,no
28661,0.11704635,-0.15974046,0.035453435,no
28682,0.048869424,-0.053746656,-0.06574669,no
28702,0.051532585,-0.082508795,-0.06468142,no
28721,0.082957886,-0.0478877,-0.066279314,no
28741,0.090947375,-0.076649845,-0.13978256,no
28762,0.16338536,-0.07025825,-0.13498887,no
28781,0.05739154,-0.12352148,-0.098237254,no
28801,-0.02197066,-0.1336415,-0.16268575,no
28822,-0.09547391,-0.122456215,-0.20423107,no
28841,0.06538103,-0.091563545,-0.16002259,no
28861,0.098936856,-0.051083494,-0.25429848,no
28882,0.045141,0.04319241,-0.31182277,no
28901,0.014780965,-0.026049782,-0.2809301,no
28921,-0.11784446,-0.02338662,-0.13978256,no
28941,-0.3138531,-0.039898217,-0.1355215,no
28961,-0.1647161,-0.21939528,-0.09184566,no
28982,0.10905687,-0.056942448,-0.08545408,no
29001,0.18149485,0.064497694,-0.041778237,no
29022,0.14847165,-0.07238878,-0.011418199,no
29041,-0.17270558,-0.06706246,-0.03272349,no
29061,-0.011318015,-0.16986048,0.01681131,no
29081,0.040347308,0.0314745,-0.07799722,no
29102,-0.20200035,0.097520895,-0.1387173,no
29121,-0.26964465,-0.026582412,-0.11368358,no
29141,-0.24833935,0.035202924,-0.08811724,no
29161,-0.1812277,0.034670293,-0.12806466,no
29182,0.008389378,0.05277979,-0.15789206,no
29201,0.104795806,0.17954627,-0.21062265,no
29221,0.12503584,0.11456513,-0.14883731,no
29241,0.07763156,0.022419753,-0.09770462,no
29262,0.012117803,0.04106188,-0.013016095,no
29281,0.07337051,-0.05161613,-0.02366874,no
29301,0.03555362,0.06023664,-0.055626675,no
29322,-0.17536874,0.1619694,-0.06148563,no
29342,-0.25473094,0.061834536,-0.03325612,no
29361,-0.11731183,0.023485016,0.029594483,no
29381,0.027564138,-0.099553026,0.018941838,no
29402,0.1245032,-0.025517149,-0.052963514,no
29421,0.12397057,-0.04735507,-0.059887733,no
29442,0.18309274,-0.0659972,-0.13978256,no
29461,0.22783385,-0.010070813,-0.15895732,no
29481,0.174038,-0.014864503,-0.18239315,no
29501,0.1308948,-0.043094013,-0.23512374,no
29521,0.05259785,0.08420509,-0.28465852,no
29541,0.015846228,-0.022853987,-0.23405847,no
29561,0.015313597,-0.0052771233,-0.26228797,no
29582,0.009987274,0.056508213,-0.29051748,no
29601,0.14847165,0.1406641,-0.31981227,no
29622,-0.036351733,0.14918622,-0.31821436,no
29641,-0.097071804,0.054910317,-0.21541634,no
29662,0.1111874,-0.060670875,-0.15309837,no
29682,0.17776643,0.04106188,-0.18825209,no
29701,0.13728638,0.07248718,-0.17387103,no
29721,-0.04327595,0.12361988,-0.24737428,no
29742,-0.08908232,0.053845055,-0.18079525,no
29761,-0.03901489,-0.04469191,-0.14564152,no
29782,-0.0059916927,-0.08410669,-0.18612157,no
29801,0.019574655,-0.09209618,-0.14830469,no
29821,-0.1780319,-0.016995033,-0.20689422,no
29841,-0.11251814,-0.10328145,-0.15096784,no
29862,0.09520843,-0.19063313,-0.1269994,no
29881,0.08615368,0.053845055,-0.27453852,no
29901,0.08562105,0.13693568,-0.26814693,no
29921,0.0930779,-0.0478877,-0.23991743,no
29942,-0.1631182,-0.013799238,-0.27507114,no
29961,-0.17696664,0.049583994,-0.21914476,no
29981,0.012117803,-0.021788724,-0.16481628,no
30001,-0.0054590604,0.07195455,-0.23778689,no
30022,0.054195747,0.13214199,-0.22393845,no
30042,0.07070734,0.064497694,-0.2015679,no
30061,-0.046471745,0.044257674,-0.17600155,no
30081,-0.04806964,-0.010070813,-0.22340582,no
30101,-0.018774865,0.022419753,-0.21062265,no
30122,-0.16844453,0.1092388,-0.23352584,no
30141,-0.12743184,-0.039365586,-0.15789206,no
30161,-0.08002757,-0.020723458,-0.19304578,no
30182,-0.094408646,-0.034039263,-0.22393845,no
30201,-0.011850647,0.009103947,-0.26548377,no
30222,-0.054461226,0.1289462,-0.2495048,no
30242,0.0014659674,0.030411165,-0.25163352,no
30261,0.15699457,-0.07025632,-0.23671982,no
30281,0.1308956,0.034139592,-0.223404,no
30301,0.0829587,0.025084842,-0.21914294,no
30322,0.046207074,-0.024982587,-0.2431114,no
30341,0.040348116,-0.04468998,-0.19996819,no
30362,0.23156309,-0.029243644,-0.20156609,no
30381,0.25393364,0.044792235,-0.24204613,no
30401,0.10799242,0.03627012,-0.26867774,no
30422,0.03129337,-0.10594269,-0.19144607,no
30441,0.032358635,-0.039363656,-0.19304396,no
30461,0.0978724,-0.07877844,-0.2431114,no
30482,0.16658196,0.042129073,-0.33791992,no
30502,0.10692715,0.11669759,-0.35017046,no
30521,0.024901785,-0.04788577,-0.259623,no
30541,-0.0773636,-0.013797308,-0.26228616,no
30562,-0.041144613,-0.0979532,-0.24577457,no
30581,0.17190827,-0.036167864,-0.26548195,no
30602,0.058990248,0.108708106,-0.3075599,no
30622,-0.0049256193,0.00963851,-0.2250019,no
30642,-0.07576571,-0.05960368,-0.1935766,no
30661,-0.1482037,-0.045755245,-0.24737246,no
30681,-0.08588572,-0.03829839,-0.29158095,no
30701,-0.22064167,0.07675017,-0.2415135,no
30722,-0.1631174,0.05970594,-0.19038081,no
30741,0.24328099,-0.1309764,-0.14830287,no
30761,0.23582414,-0.06493001,-0.2633514,no
30782,0.06431657,0.17688504,-0.29903778,no
30801,-0.07470044,0.08633755,-0.18931554,no
30821,-0.15885633,-0.12565006,-0.1024965,no
30841,-0.039546717,-0.17944592,-0.115279675,no
30862,-0.048068833,-0.0830395,-0.1488355,no
30881,-0.051264625,0.10391441,-0.24044824,no
30901,-0.07203728,0.05810804,-0.21807769,no
30921,0.23742203,-0.06919106,-0.1472376,no
30942,0.26245576,-0.075582646,-0.16428183,no
30961,0.3343611,-0.076647915,-0.25536194,no
30982,0.0994703,0.021356417,-0.3192778,no
31001,-0.3181134,0.0064427154,-0.32300624,no
31022,-0.33462498,0.106577575,-0.3272673,no
31042,0.03821759,0.02188905,-0.15469445,no
31061,0.19268093,-0.118193224,-0.10515966,no
31082,0.023303889,-0.020721529,-0.25855774,no
31101,0.11864506,0.061836466,-0.3224736,no
31121,0.6145257,0.12894814,-0.20635977,no
31142,0.08402397,-0.14375956,-0.20156609,no
31161,0.013716509,-0.06919106,-0.19943556,no
31181,0.12077559,-0.08517003,-0.1621513,no
31202,-0.31118914,-0.20128384,-0.13818285,no
31221,-0.45872828,-0.24176389,-0.14990076,no
31241,0.1388838,-0.11073946,-0.2132869,no
31262,0.45153892,-0.06866151,-0.3847945,no
31281,0.449941,0.07088813,-0.4082303,no
31301,0.18575543,0.07941025,-0.35922813,no
31321,-0.4528706,-0.08730364,-0.32194388,no
31341,-0.09760492,-0.2039501,-0.33579233,no
31362,-0.06404909,0.029342813,-0.32194388,no
31381,-0.6057361,0.19392617,-0.48759252,no
31401,-0.47683907,0.07727972,-0.4092956,no
31421,0.13089432,-0.21939644,-0.023137197,no
31442,0.21451758,-0.45002618,0.05515974,no
31461,0.25393236,-0.14695846,-0.025267728,no
31481,0.47337684,-0.21992907,0.03172392,no
31501,0.035553135,-0.041497275,-0.15416472,no
31522,-0.34421363,0.31430104,-0.11688048,no
31541,-0.2680472,0.09538921,0.11747771,no
31562,-0.26165563,-0.31207445,0.21654731,no
31581,-0.1998703,-0.3839798,-0.026865624,no
31601,0.20599546,-0.076651,-0.19464476,no
31622,0.62784016,0.25837466,-0.59198844,no
31641,0.9474195,0.2951263,-0.63672954,no
31662,0.38123146,-0.33231446,-0.33952075,no
31681,-0.15406393,-0.56347686,-0.1669479,no
31701,-0.4198474,-0.16773112,-0.2606912,no
31721,-0.5295696,-0.07345521,-0.32620496,no
31742,-0.030493261,-0.07931416,-0.3981103,no
31761,0.4579305,0.13959768,-0.4311335,no
31782,0.10053427,-0.0047456487,-0.32460704,no
31801,-0.74475306,0.35371584,-0.1685458,no
31821,-1.1404989,0.19818723,0.23998313,no
31842,0.032889973,-0.42392722,0.3108232,no
31861,0.54634744,-0.90862256,0.32467163,no
31882,0.6725813,-0.0915647,-0.23246166,no
31902,1.0848386,0.660512,-0.21168901,no
31921,0.13409011,0.046919677,-0.19571003,no
31941,-0.84329003,-0.57466215,-0.10196677,no
31962,-0.20466399,-0.20608063,0.13878301,no
31982,-0.44967481,0.13054293,0.11694507,no
32002,-0.40706423,-0.19649325,-0.10835836,no
32022,0.9159942,-0.16347006,-0.1339247,no
