time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,,ground truth
10.492,0.4029,0.0171,-0.8571,-0.3319,1.3344,-0.5287,-0.0556,0.0807,-0.1168,,acc
10.493,0.4029,0.0171,-0.8571,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.511,0.4904,-0.0184,-0.8251,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.523,0.4904,-0.0184,-0.8251,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.531,0.5037,-0.0122,-0.8952,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.551,0.5055,-0.0212,-0.9482,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.571,0.5285,-0.0442,-0.9324,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.59,0.4533,-0.0176,-0.8762,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.611,0.4141,-0.0534,-0.9559,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.614,0.4141,-0.0534,-0.9559,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.63,0.4375,-0.0923,-1.1224,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.651,0.3655,-0.0169,-1.1623,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.67,0.3402,-0.057,-1.0595,-0.3319,1.3344,-0.5287,-0.0909,-0.0641,-0.0895,,acc
10.691,0.3402,-0.057,-1.0595,0.6347,0.5396,-0.5519,-0.0909,-0.0641,-0.0895,,acc
10.691,0.3604,-0.0204,-0.9371,0.6347,0.5396,-0.5519,-0.0909,-0.0641,-0.0895,,acc
10.691,0.3604,-0.0204,-0.9371,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.71,0.3511,0.0013,-0.9305,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.725,0.3511,0.0013,-0.9305,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.73,0.3204,0.0096,-0.9373,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.75,0.4197,0.0028,-0.8095,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.77,0.4956,-0.0031,-0.8854,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.789,0.3015,-0.0383,-1.0824,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.81,0.2735,0.0108,-1.0172,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.816,0.2735,0.0108,-1.0172,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.829,0.3921,0.0107,-0.9913,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.849,0.3771,0.0559,-1.0205,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.869,0.2624,0.138,-1.0404,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.89,0.2177,0.1773,-0.93,0.6347,0.5396,-0.5519,-0.1303,-0.5919,0.1793,,acc
10.89,0.2177,0.1773,-0.93,-0.0766,1.1065,-0.358,-0.1303,-0.5919,0.1793,,acc
10.89,0.2177,0.1773,-0.93,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
10.909,0.387,0.057,-0.8198,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
10.926,0.387,0.057,-0.8198,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
10.929,0.4557,0.0141,-0.7989,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
10.948,0.3242,-0.0185,-0.8462,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
10.969,0.1717,-0.0664,-1.011,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
10.988,0.222,-0.055,-1.2929,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,acc
11.009,0.2492,-0.0488,-1.386,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,Lturn
11.017,0.2492,-0.0488,-1.386,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,Lturn
11.028,0.1892,-0.1009,-1.2876,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,Lturn
11.048,0.2063,-0.0695,-1.0998,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,Lturn
11.068,0.2612,-0.0405,-0.9159,-0.0766,1.1065,-0.358,-0.1075,-0.1255,0.1651,,Lturn
11.089,0.2612,-0.0405,-0.9159,-0.3906,0.4481,-0.8782,-0.1075,-0.1255,0.1651,,Lturn
11.089,0.3274,-0.0731,-0.8531,-0.3906,0.4481,-0.8782,-0.1075,-0.1255,0.1651,,Lturn
11.09,0.3274,-0.0731,-0.8531,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.107,0.3788,-0.0234,-0.8674,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.128,0.3601,0.0409,-0.8469,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.147,0.4085,0.073,-0.8241,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.164,0.4085,0.073,-0.8241,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.167,0.3909,0.0791,-0.8436,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.187,0.3312,0.0989,-0.9227,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.207,0.3819,0.0867,-0.9854,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.218,0.3819,0.0867,-0.9854,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.226,0.4026,0.0863,-1.0333,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.247,0.351,0.1321,-1.156,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.266,0.3127,0.1363,-1.2071,-0.3906,0.4481,-0.8782,-0.0098,-0.131,0.2053,,Lturn
11.287,0.3127,0.1363,-1.2071,0.5653,1.0361,-0.3003,-0.0098,-0.131,0.2053,,Lturn
11.287,0.3164,0.1045,-1.1397,0.5653,1.0361,-0.3003,-0.0098,-0.131,0.2053,,Lturn
11.288,0.3164,0.1045,-1.1397,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.306,0.2634,0.1043,-1.0821,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.331,0.2818,0.081,-1.169,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.332,0.2818,0.081,-1.169,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.346,0.3055,0.0662,-1.1248,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.366,0.2658,0.089,-0.9746,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.386,0.2635,0.1026,-0.9665,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.406,0.233,0.1154,-0.979,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.419,0.233,0.1154,-0.979,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.425,0.2206,0.128,-0.9014,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.446,0.1579,0.1573,-0.8694,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.465,0.1794,0.1615,-0.9075,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.486,0.2402,0.1965,-1.0438,0.5653,1.0361,-0.3003,-0.354,-0.0763,0.1723,,Lturn
11.486,0.2402,0.1965,-1.0438,0.5653,1.0361,-0.3003,-0.3726,-0.072,0.3087,,Lturn
11.487,0.2402,0.1965,-1.0438,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.505,0.2969,0.1621,-1.0584,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.525,0.3882,0.0905,-1.0058,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.53,0.3882,0.0905,-1.0058,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.545,0.3821,0.1494,-1.1386,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.565,0.2651,0.236,-1.1205,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.585,0.2165,0.2521,-0.9551,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.605,0.2638,0.2122,-0.8028,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.621,0.2638,0.2122,-0.8028,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.624,0.2674,0.193,-0.8618,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.645,0.2384,0.2103,-0.9869,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.664,0.2203,0.2038,-0.8562,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.685,0.2449,0.1262,-0.6018,-0.4769,0.857,-0.4257,-0.3726,-0.072,0.3087,,Lturn
11.686,0.2449,0.1262,-0.6018,-0.4769,0.857,-0.4257,-0.0302,-0.228,-0.0252,,Lturn
11.686,0.2449,0.1262,-0.6018,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.704,0.2818,0.0193,-0.5998,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.724,0.2842,-0.0618,-0.9049,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.732,0.2842,-0.0618,-0.9049,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.744,0.218,-0.0309,-1.2999,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.764,0.1494,-0.0009,-1.2756,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.784,0.1866,-0.0974,-0.8894,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.804,0.3171,-0.1472,-0.8455,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.825,0.3171,-0.1472,-0.8455,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.826,0.3289,-0.0976,-1.1524,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.843,0.1803,0.0169,-1.3513,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.863,0.158,0.0797,-1.3308,0.3028,1.3406,0.2934,-0.0302,-0.228,-0.0252,,Lturn
11.883,0.158,0.0797,-1.3308,1.0173,-0.3126,-0.7789,-0.0302,-0.228,-0.0252,,Lturn
11.884,0.2073,0.0642,-1.1218,1.0173,-0.3126,-0.7789,-0.0302,-0.228,-0.0252,,Lturn
11.884,0.2073,0.0642,-1.1218,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
11.903,0.2319,0.0549,-0.9123,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
11.923,0.1962,0.0698,-0.9351,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
11.933,0.1962,0.0698,-0.9351,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
11.943,0.203,0.0755,-0.902,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
11.963,0.2044,0.0389,-0.8122,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
11.982,0.2115,-0.0147,-0.7981,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
12.003,0.2457,-0.0871,-0.8927,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
12.022,0.2041,-0.1152,-1.0564,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
12.023,0.2041,-0.1152,-1.0564,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
12.042,0.2887,-0.1586,-1.0791,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
12.062,0.2944,-0.132,-1.0474,1.0173,-0.3126,-0.7789,0.2742,-0.6306,-0.4123,,Lturn
12.082,0.2944,-0.132,-1.0474,0.578,0.6668,0.3414,0.2742,-0.6306,-0.4123,,Lturn
12.083,0.3076,-0.1158,-1.0378,0.578,0.6668,0.3414,0.2742,-0.6306,-0.4123,,Lturn
12.083,0.3076,-0.1158,-1.0378,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.102,0.3447,-0.1813,-0.9136,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.122,0.4157,-0.2353,-0.9762,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.134,0.4157,-0.2353,-0.9762,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.141,0.3457,-0.1748,-1.0557,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.165,0.2051,-0.0817,-1.0493,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.182,0.1228,-0.048,-1.0422,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.201,0.0843,-0.0546,-1.0174,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.221,0.1211,-0.069,-1.086,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.225,0.1211,-0.069,-1.086,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.24,0.1753,-0.1052,-1.1187,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.26,0.2083,-0.1309,-1.0234,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.28,0.0986,-0.0568,-0.9592,0.578,0.6668,0.3414,0.6134,0.2442,-0.1841,,Lturn
12.28,0.0986,-0.0568,-0.9592,0.578,0.6668,0.3414,0.0352,-0.323,-0.2811,,Lturn
12.28,0.0986,-0.0568,-0.9592,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.299,0.0184,-0.0152,-0.9186,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.32,0.0704,-0.0563,-0.8589,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.339,0.1659,-0.0974,-0.7802,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.359,0.1838,-0.0808,-0.8274,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.379,0.1978,-0.0346,-0.9543,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.4,0.3207,-0.0384,-1.0441,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.419,0.3474,-0.0916,-1.0029,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.426,0.3474,-0.0916,-1.0029,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.439,0.4449,-0.244,-0.7933,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.459,0.5005,-0.2309,-0.9069,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.479,0.3292,-0.0654,-1.2775,0.8312,-0.0874,-0.3079,0.0352,-0.323,-0.2811,,Lturn
12.479,0.3292,-0.0654,-1.2775,0.8312,-0.0874,-0.3079,-0.0613,0.5435,0.046,,Lturn
12.48,0.3292,-0.0654,-1.2775,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.499,0.2914,-0.0609,-1.2826,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.519,0.2996,-0.1459,-0.9648,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.537,0.2996,-0.1459,-0.9648,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.538,0.2515,-0.1707,-0.9196,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.558,0.168,-0.1118,-1.138,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.578,0.1648,-0.1032,-1.2417,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.598,0.2865,-0.1346,-1.0691,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.618,0.3353,-0.1547,-0.9148,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.627,0.3353,-0.1547,-0.9148,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.638,0.3575,-0.129,-0.8906,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.658,0.2686,-0.0639,-1.01,0.233,-0.0047,0.3541,-0.0613,0.5435,0.046,,Lturn
12.678,0.2686,-0.0639,-1.01,0.5911,-0.524,-0.6805,-0.0613,0.5435,0.046,,Lturn
12.679,0.3076,-0.0618,-1.11,0.5911,-0.524,-0.6805,-0.0613,0.5435,0.046,,Lturn
12.679,0.3076,-0.0618,-1.11,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.697,0.2854,-0.0646,-1.0016,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.717,0.2568,-0.0848,-0.9219,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.737,0.2798,-0.1073,-0.8921,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.759,0.1647,-0.0453,-0.9798,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.775,0.1647,-0.0453,-0.9798,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.779,0.0477,-0.0009,-1.0542,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.798,0.2912,-0.0478,-1.0438,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.818,0.312,-0.1263,-0.9172,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.83,0.312,-0.1263,-0.9172,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.84,0.3101,-0.2391,-0.7898,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.857,0.2879,-0.2972,-0.9167,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.877,0.2041,-0.2017,-1.2249,0.5911,-0.524,-0.6805,-0.1894,-0.1276,-0.0203,,Lturn
12.877,0.2041,-0.2017,-1.2249,0.5911,-0.524,-0.6805,0.0352,-0.4103,-0.3071,,Lturn
12.877,0.2041,-0.2017,-1.2249,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.897,0.145,-0.1594,-1.1847,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.916,0.2291,-0.2513,-0.8635,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.936,0.2771,-0.3345,-0.7169,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.939,0.2771,-0.3345,-0.7169,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.956,0.2261,-0.3447,-0.8751,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.976,0.1897,-0.3291,-1.0674,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
12.997,0.1458,-0.346,-1.0874,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
13.016,0.1221,-0.3251,-1.0785,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
13.031,0.1221,-0.3251,-1.0785,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
13.036,0.0957,-0.2989,-1.0266,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
13.056,0.098,-0.336,-0.9726,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
13.076,0.1244,-0.4036,-0.9896,1.013,-0.6038,0.2265,0.0352,-0.4103,-0.3071,,Lturn
13.076,0.1244,-0.4036,-0.9896,1.013,-0.6038,0.2265,0.143,-0.313,-0.4805,,Lturn
13.077,0.1244,-0.4036,-0.9896,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.095,0.2131,-0.4447,-1.1444,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.116,0.1935,-0.4189,-1.0865,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.135,0.1538,-0.4499,-0.9501,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.141,0.1538,-0.4499,-0.9501,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.156,0.1519,-0.442,-0.9487,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.175,0.0656,-0.3947,-1.0028,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.195,0.0223,-0.3942,-0.9823,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.216,0.0948,-0.4445,-0.8847,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.232,0.0948,-0.4445,-0.8847,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.234,0.0689,-0.4592,-0.8104,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.256,0.0127,-0.4605,-0.7608,0.7493,-2.1873,0.1499,0.143,-0.313,-0.4805,,Lturn
13.274,0.0127,-0.4605,-0.7608,0.8903,-3.1221,0.5017,0.143,-0.313,-0.4805,,Lturn
13.275,0.0557,-0.4483,-0.935,0.8903,-3.1221,0.5017,0.143,-0.313,-0.4805,,Lturn
13.276,0.0557,-0.4483,-0.935,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.295,0.098,-0.3975,-1.1179,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.315,0.0265,-0.2964,-1.2392,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.334,0.0385,-0.1935,-1.3948,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.343,0.0385,-0.1935,-1.3948,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.354,-0.0129,-0.1581,-1.3115,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.373,-0.0165,-0.1957,-1.0055,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.393,0.0805,-0.2817,-0.8015,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.413,0.1138,-0.3268,-0.9012,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.433,0.083,-0.2917,-1.1511,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.434,0.083,-0.2917,-1.1511,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.453,0.0898,-0.277,-1.2208,0.8903,-3.1221,0.5017,0.0921,-0.4843,-0.8109,,Lturn
13.473,0.0898,-0.277,-1.2208,0.7537,-1.3938,-1.1765,0.0921,-0.4843,-0.8109,,Lturn
13.473,0.0945,-0.3188,-1.128,0.7537,-1.3938,-1.1765,0.0921,-0.4843,-0.8109,,Lturn
13.474,0.0945,-0.3188,-1.128,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.492,0.0951,-0.3803,-0.9252,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.513,0.14,-0.4134,-0.843,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.533,0.1163,-0.3979,-0.8128,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.545,0.1163,-0.3979,-0.8128,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.553,0.1329,-0.3534,-0.8777,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.573,0.1522,-0.3038,-0.9338,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.592,0.1608,-0.2799,-0.9198,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.613,0.2353,-0.2922,-0.9675,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.632,0.2533,-0.2953,-1.0463,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.634,0.2533,-0.2953,-1.0463,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.652,0.1708,-0.2887,-0.9947,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.672,0.2004,-0.29,-0.9653,0.7537,-1.3938,-1.1765,0.0288,-0.2589,-0.7349,,Lturn
13.673,0.2004,-0.29,-0.9653,0.7537,-1.3938,-1.1765,0.1622,0.359,-0.3443,,Lturn
13.673,0.2004,-0.29,-0.9653,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.692,0.2012,-0.282,-0.9417,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.712,0.1708,-0.2804,-0.8861,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.732,0.2358,-0.311,-0.8662,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.746,0.2358,-0.311,-0.8662,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.752,0.2429,-0.3204,-0.8627,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.772,0.2377,-0.2925,-1.0085,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.792,0.2426,-0.2419,-1.1959,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.811,0.2188,-0.1884,-1.2779,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.831,0.1527,-0.1348,-1.2846,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.837,0.1527,-0.1348,-1.2846,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.851,0.0974,-0.1047,-1.2682,0.9465,-1.5457,0.6692,0.1622,0.359,-0.3443,,Lturn
13.871,0.0974,-0.1047,-1.2682,1.1111,-1.2426,-0.6214,0.1622,0.359,-0.3443,,Lturn
13.872,0.0627,-0.1166,-1.1494,1.1111,-1.2426,-0.6214,0.1622,0.359,-0.3443,,Lturn
