time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,,ground truth
0.002,-0.0329,0.3582,0.9719,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.02,-0.0312,0.3646,1.0199,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.035,-0.0182,0.3626,0.9677,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.054,-0.0211,0.3647,0.9192,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.074,-0.0222,0.3684,0.8903,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.097,-0.0163,0.3701,0.8718,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.114,-0.0124,0.3718,0.8699,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.134,-0.0067,0.3656,0.9,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.14,-0.0067,0.3656,0.9,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.154,0.0047,0.3622,0.9426,-0.3696,0.0312,-0.0554,0.012,-0.0952,-0.274,,no
0.154,0.0047,0.3622,0.9426,-0.3696,0.0312,-0.0554,0.0209,-0.1234,-0.1309,,no
0.154,0.0047,0.3622,0.9426,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.173,0.0157,0.3631,0.9276,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.195,0.0131,0.3646,0.8859,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.213,0.0026,0.3672,0.8762,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.233,-0.004,0.3628,0.9061,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.251,-0.004,0.3628,0.9061,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.253,-0.0129,0.3596,0.9204,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.273,-0.0006,0.3684,0.8979,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.293,0.0102,0.3785,0.8576,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.316,0.0015,0.3807,0.8378,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.333,-0.0025,0.3736,0.875,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.342,-0.0025,0.3736,0.875,-0.1767,0.0557,0.1137,0.0209,-0.1234,-0.1309,,no
0.353,-0.0025,0.3736,0.875,0.0987,0.0758,-0.2007,0.0209,-0.1234,-0.1309,,no
0.354,-0.0008,0.3626,0.9404,0.0987,0.0758,-0.2007,0.0209,-0.1234,-0.1309,,no
0.355,-0.0008,0.3626,0.9404,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.373,-0.0044,0.3526,0.9875,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.393,-0.015,0.349,0.9734,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.416,-0.0323,0.3506,0.9364,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.433,-0.0432,0.352,0.9129,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.452,-0.026,0.3446,0.8952,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.452,-0.026,0.3446,0.8952,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.472,-0.0193,0.3474,0.8822,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.492,-0.02,0.3496,0.9125,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.512,-0.0279,0.3514,0.9489,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.533,-0.0272,0.3592,0.9467,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.543,-0.0272,0.3592,0.9467,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.552,-0.0139,0.3637,0.9299,0.0987,0.0758,-0.2007,0.002,-0.0462,-0.192,,no
0.553,-0.0139,0.3637,0.9299,-0.3176,-0.0493,0.1713,0.002,-0.0462,-0.192,,no
0.553,-0.0139,0.3637,0.9299,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.573,-0.0005,0.3716,0.9259,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.591,0.0038,0.3744,0.9054,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.611,-0.0094,0.3725,0.8941,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.631,-0.0084,0.3651,0.9027,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.651,-0.0107,0.3648,0.9148,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.654,-0.0107,0.3648,0.9148,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.671,-0.021,0.3625,0.9243,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.69,-0.0306,0.3597,0.9151,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.71,-0.0373,0.3593,0.9129,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.732,-0.0366,0.363,0.9183,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.745,-0.0366,0.363,0.9183,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.75,-0.034,0.3598,0.937,-0.3176,-0.0493,0.1713,-0.017,-0.2105,-0.2689,,no
0.751,-0.034,0.3598,0.937,-0.3176,-0.0493,0.1713,0.0199,-0.1221,-0.2378,,no
0.751,-0.034,0.3598,0.937,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.77,-0.0414,0.36,0.9302,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.79,-0.0433,0.3656,0.8956,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.809,-0.0323,0.367,0.8814,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.831,-0.0315,0.3681,0.9074,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.85,-0.0349,0.3677,0.9263,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.855,-0.0349,0.3677,0.9263,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.87,-0.0316,0.3652,0.9099,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.889,-0.0301,0.3663,0.9,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.909,-0.0327,0.364,0.916,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.929,-0.0254,0.3629,0.927,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.946,-0.0254,0.3629,0.927,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.949,-0.0111,0.3688,0.9275,-0.3091,0.0374,0.016,0.0199,-0.1221,-0.2378,,no
0.949,-0.0111,0.3688,0.9275,-0.3091,0.0374,0.016,-0.0093,-0.0643,-0.1023,,no
0.949,-0.0111,0.3688,0.9275,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
0.969,-0.004,0.3717,0.9077,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
0.989,-0.016,0.376,0.8969,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.009,-0.014,0.3771,0.9037,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.029,0.0014,0.3722,0.9165,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.049,0.0043,0.3686,0.9095,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.057,0.0043,0.3686,0.9095,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.068,-0.0017,0.3718,0.9096,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.088,-0.0058,0.376,0.9088,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.108,-0.002,0.3752,0.904,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.128,0.0224,0.3808,0.8974,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.148,0.0473,0.3829,0.89,-0.4547,0.051,-0.0165,-0.0093,-0.0643,-0.1023,,no
1.149,0.0473,0.3829,0.89,-0.4547,0.051,-0.0165,-0.0038,-0.0194,0.0583,,no
1.149,0.0473,0.3829,0.89,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.149,0.0473,0.3829,0.89,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.168,0.0009,0.3771,0.9147,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.188,0.0042,0.3525,0.9239,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.208,0.1251,0.3149,0.8809,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.228,0.0315,0.421,0.8968,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.247,0.0484,0.4453,0.8823,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.259,0.0484,0.4453,0.8823,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.267,0.1254,0.3865,0.8025,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.287,0.0307,0.3573,0.872,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.307,-0.0959,0.4005,0.906,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.327,-0.097,0.37,0.9567,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.347,-0.0579,0.3547,0.9437,-0.1812,0.1471,-0.0894,-0.0038,-0.0194,0.0583,,no
1.347,-0.0579,0.3547,0.9437,-0.1812,0.1471,-0.0894,0.0333,0.0899,-0.1637,,no
1.348,-0.0579,0.3547,0.9437,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.348,-0.0579,0.3547,0.9437,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.367,-0.0188,0.3608,0.9629,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.387,-0.0211,0.3799,0.9303,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.406,-0.0428,0.3626,0.9055,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.426,-0.0965,0.3468,0.9373,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.446,-0.0417,0.2935,0.9658,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.466,-0.0231,0.3481,0.9267,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.486,-0.0758,0.4684,0.9044,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.498,-0.0758,0.4684,0.9044,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.506,-0.07,0.4306,0.9475,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.526,0.005,0.3614,0.8999,0.1677,0.1069,-0.124,0.0333,0.0899,-0.1637,,no
1.546,0.005,0.3614,0.8999,-0.1604,-0.2483,0.2612,0.0333,0.0899,-0.1637,,no
1.547,0.0048,0.3999,0.8559,-0.1604,-0.2483,0.2612,0.0333,0.0899,-0.1637,,no
1.547,0.0048,0.3999,0.8559,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.55,0.0048,0.3999,0.8559,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.565,-0.0215,0.4782,0.8522,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.585,-0.0308,0.4502,0.8836,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.605,0.0057,0.4072,0.8677,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.625,-0.0129,0.4301,0.873,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.645,-0.0246,0.4253,0.8572,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.661,-0.0246,0.4253,0.8572,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.665,-0.0353,0.4215,0.8495,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.685,-0.0239,0.4205,0.8616,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.705,-0.013,0.4099,0.9004,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.724,-0.0244,0.4019,0.9282,-0.1604,-0.2483,0.2612,0.1941,0.0722,-0.0303,,no
1.744,-0.0244,0.4019,0.9282,0.0188,0.2252,-0.1454,0.1941,0.0722,-0.0303,,no
1.745,-0.0399,0.4006,0.9401,0.0188,0.2252,-0.1454,0.1941,0.0722,-0.0303,,no
1.745,-0.0399,0.4006,0.9401,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.752,-0.0399,0.4006,0.9401,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.764,-0.0466,0.4023,0.9285,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.784,-0.0414,0.3988,0.9026,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.804,-0.0362,0.4103,0.8929,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.824,-0.0189,0.4061,0.9041,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.844,-0.0395,0.4031,0.9095,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.862,-0.0395,0.4031,0.9095,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.863,-0.0413,0.4099,0.8994,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.885,-0.0049,0.4159,0.9043,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.903,0.0129,0.4164,0.9142,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.923,-0.0104,0.4174,0.8968,0.0188,0.2252,-0.1454,-0.0006,0.007,-0.015,,no
1.943,-0.0104,0.4174,0.8968,-0.0501,0.0506,0.0811,-0.0006,0.007,-0.015,,no
1.944,-0.0279,0.4181,0.8852,-0.0501,0.0506,0.0811,-0.0006,0.007,-0.015,,no
1.944,-0.0279,0.4181,0.8852,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
1.953,-0.0279,0.4181,0.8852,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
1.963,-0.0314,0.4147,0.8989,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
1.985,-0.0118,0.3911,0.96,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.003,0.0761,0.3424,1.0202,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.024,-0.0156,0.3163,0.9602,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.042,-0.097,0.3633,0.9302,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.063,-0.1104,0.4122,0.9347,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.064,-0.1104,0.4122,0.9347,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.082,-0.2136,0.289,0.8767,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.102,-0.1359,0.3834,0.8397,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.122,-0.1838,0.4201,0.8265,-0.0501,0.0506,0.0811,0.0156,-0.0179,0.0093,,no
2.142,-0.1838,0.4201,0.8265,-0.1096,0.0625,0.0566,0.0156,-0.0179,0.0093,,no
2.143,-0.2003,0.3851,0.9039,-0.1096,0.0625,0.0566,0.0156,-0.0179,0.0093,,no
2.144,-0.2003,0.3851,0.9039,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.154,-0.2003,0.3851,0.9039,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.161,-0.2183,0.3515,0.9258,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.182,-0.2371,0.362,0.9691,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.201,-0.1778,0.3499,0.9,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.221,-0.0928,0.3491,0.866,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.241,-0.0292,0.3334,0.9784,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.261,-0.0505,0.3647,0.9595,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.265,-0.0505,0.3647,0.9595,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.281,-0.021,0.3614,0.9419,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.301,0.0082,0.3375,0.9694,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.321,-0.01,0.2818,0.8814,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.341,-0.0251,0.324,0.7555,-0.1096,0.0625,0.0566,-0.2239,0.3603,0.0573,,no
2.342,-0.0251,0.324,0.7555,-0.3646,-0.1658,0.0053,-0.2239,0.3603,0.0573,,no
2.342,-0.0251,0.324,0.7555,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.356,-0.0251,0.324,0.7555,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.36,-0.0138,0.3538,0.6892,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.381,0.0902,0.3513,0.721,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.4,0.1601,0.3325,0.7807,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.42,0.1389,0.3082,0.8499,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.44,0.0708,0.2967,0.8696,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.46,0.0668,0.2876,0.8421,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.466,0.0668,0.2876,0.8421,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.48,0.0886,0.3112,0.7908,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.5,0.1614,0.2726,0.7408,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.519,0.209,0.2439,0.7361,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.54,0.116,0.2817,0.8895,-0.3646,-0.1658,0.0053,-0.0639,-0.0337,0.4039,,no
2.54,0.116,0.2817,0.8895,-0.3646,-0.1658,0.0053,-0.059,-0.2648,0.2837,,no
2.54,0.116,0.2817,0.8895,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.558,0.116,0.2817,0.8895,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.56,0.0099,0.2773,0.9925,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.58,-0.0074,0.2895,0.9526,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.599,0.0414,0.3187,0.8736,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.619,0.0291,0.3393,0.8807,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.639,-0.0062,0.3377,0.8583,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.659,0.0526,0.3371,0.8075,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.68,0.1054,0.3242,0.8688,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.698,0.1317,0.3317,0.8721,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.718,0.1395,0.387,0.8851,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.738,0.1197,0.3595,0.8034,0.8256,-0.4176,-1.1915,-0.059,-0.2648,0.2837,,no
2.739,0.1197,0.3595,0.8034,0.8256,-0.4176,-1.1915,-0.301,-0.0121,-0.257,,no
2.739,0.1197,0.3595,0.8034,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.758,0.0744,0.21,0.7738,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.758,0.0744,0.21,0.7738,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.778,-0.117,0.1881,0.9006,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.798,0.1354,0.2616,1.0766,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.818,0.4425,0.1376,1.3661,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.838,0.2412,0.1876,1.2431,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.857,0.0027,0.1626,1.0967,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.869,0.0027,0.1626,1.0967,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.877,-0.0604,0.1755,1.0925,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.897,0.049,0.2284,1.0664,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.917,0.1827,0.1716,1.0487,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.937,0.0109,0.2859,0.7108,0.474,0.351,-0.4848,-0.301,-0.0121,-0.257,,no
2.937,0.0109,0.2859,0.7108,0.474,0.351,-0.4848,-0.308,-1.0388,-0.6196,,no
2.938,0.0109,0.2859,0.7108,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
2.957,0.0508,0.3571,0.5961,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
2.964,0.0508,0.3571,0.5961,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
2.977,0.1246,0.1976,1.2393,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
2.996,0.1309,0.1819,1.4042,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.017,0.1431,0.1776,1.2816,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.036,0.1065,0.1626,1.0268,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.056,0.0743,0.1314,0.9233,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.076,0.0436,0.1044,0.9299,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.096,0.0598,0.0762,1.1114,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.108,0.0598,0.0762,1.1114,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.116,0.0544,0.0822,1.2575,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.136,0.0661,0.0839,1.2308,-0.7143,-0.4376,1.0335,-0.308,-1.0388,-0.6196,,no
3.137,0.0661,0.0839,1.2308,-0.7143,-0.4376,1.0335,-0.5795,-0.1587,-0.692,,no
3.137,0.0661,0.0839,1.2308,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.156,0.0693,0.1563,1.0774,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.162,0.0693,0.1563,1.0774,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.176,0.1153,0.1914,0.9162,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.196,0.2006,0.1755,0.809,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.216,0.2074,0.2132,0.7794,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.236,0.1311,0.2791,0.8109,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.255,0.1064,0.3113,0.7971,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.273,0.1064,0.3113,0.7971,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.274,0.1199,0.3597,0.8309,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.295,0.1816,0.3971,0.8703,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.316,0.2386,0.3756,0.9451,-0.7858,-0.0649,1.3981,-0.5795,-0.1587,-0.692,,no
3.335,0.2386,0.3756,0.9451,-0.2151,0.1525,-0.4589,-0.5795,-0.1587,-0.692,,no
3.337,0.1726,0.3697,0.9868,-0.2151,0.1525,-0.4589,-0.5795,-0.1587,-0.692,,no
3.338,0.1726,0.3697,0.9868,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.354,0.0894,0.3586,0.941,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.363,0.0894,0.3586,0.941,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.374,0.102,0.352,0.9131,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.394,0.161,0.3824,0.9612,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.414,0.1704,0.386,0.9877,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.434,0.2035,0.3156,0.9495,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.454,0.2667,0.268,0.7257,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.473,0.1625,0.3426,0.8152,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.474,0.1625,0.3426,0.8152,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.497,0.1361,0.3377,0.9983,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.514,0.1615,0.309,1.0791,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.534,0.1624,0.2981,1.0397,-0.2151,0.1525,-0.4589,0.5557,-0.0569,-0.0045,,no
3.534,0.1624,0.2981,1.0397,-0.2151,0.1525,-0.4589,0.0966,0.1658,0.209,,no
3.534,0.1624,0.2981,1.0397,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.554,0.1758,0.2985,0.9843,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.565,0.1758,0.2985,0.9843,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.574,0.2056,0.2925,0.9976,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.593,0.2028,0.2736,0.9256,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.613,0.1835,0.2744,0.8779,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.633,0.1731,0.2737,0.9893,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
3.653,0.1647,0.2621,0.9606,0.039,0.5293,0.1089,0.0966,0.1658,0.209,,no
